"ELLON, ESSLEMONT HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5650,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.58,1.61,4.91,2.44,2.17,1.25,3.29,2.36,3.41,3.06,1.99,
February,0.88,0.62,2.24,6.88,2.29,4.28,4.06,1.81,0.67,2.39,1.59,
March,2.13,2.16,1.85,1.40,1.47,2.33,1.21,2.45,3.10,0.35,1.44,
April,2.34,1.15,2.99,2.57,1.60,2.68,3.17,3.60,2.62,2.07,3.14,
May,4.99,1.09,1.56,5.26,5.43,2.55,2.00,2.95,1.80,2.13,0.80,
June,0.44,1.34,2.56,0.94,1.79,1.58,1.69,2.98,2.54,2.30,2.36,
July,2.92,1.97,3.48,1.91,5.25,2.80,2.70,2.08,1.72,3.20,2.41,
August,2.93,1.82,2.27,4.80,4.01,1.27,1.97,2.52,2.52,2.72,7.16,
September,3.09,1.18,2.84,2.53,4.76,3.24,4.58,6.58,3.12,1.98,5.84,
October,2.63,1.56,2.11,3.56,2.51,3.19,5.26,3.94,2.75,4.70,3.73,
November,1.66,2.82,2.47,4.17,3.05,2.50,4.34,5.17,4.17,3.20,4.08,
December,3.42,2.15,2.28,4.44,2.31,2.36,1.61,2.78,2.72,6.69,3.61,
Total,29.01,19.47,31.56,40.90,36.64,30.03,35.88,39.22,31.14,34.79,38.15,
Calc annual,29.01,19.47,31.56,40.90,36.64,30.03,35.88,39.22,31.14,34.79,38.15,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
