LOCHRUTTON (DUMFRIES W. W.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX901743,Long,-3.721788,Lat,55.050998,Elevation,273,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,5.12,5.18,2.96,2.28,4.85,5.4,3.68,3.67,6.04,2.01,6,4.05,7.06,8.72,6.41,2.96,5.82,4.8,7.12,4.91,10.99,2.41,7.07,5.24,8.34,6.27,7.17,1.89,5.57,5.82,6.69,6.53,2.5,1.14,5.98,7.21,5,3.62,6.16,5.2,8.98,3.19,2.66,6.57,4.26,1.92,4.79,3.84,3.68,6.09,5.68,1.96,4.77
February,,,,,,,,3.47,2.83,1.84,6.7,4.83,3.19,2.68,6.71,9.48,4.08,1.45,5.48,1.11,4.55,0.6,4.52,6.45,0.67,6.13,6.08,3.29,4.66,1.8,0.27,3.78,0.08,3.5,0.41,5.69,2.44,5.7,2.69,6.12,1.5,4.06,1.87,3.59,1.46,5.71,2.73,0.82,4.5,3.98,3.96,3.7,0.87,1.2,4.77,1.65,0.96,3.97,3.08,1.5,5.89
March,,,,,,,,4.45,5.73,5.38,3.67,1.18,5.45,5.02,5.26,1.51,2,3.18,2,3.95,5.51,6.52,2.85,2.5,1.54,1.02,2.51,4.13,5.36,1.17,3.11,1,3.13,2.88,3.12,1.68,3.31,1.87,2.82,3.85,4.96,3.45,5.47,1.31,0.45,3.24,4.72,5.7,3.69,1.72,5.07,3.42,2.98,0.59,3.02,2.61,2.17,3.37,1.4,3.02,1.87
April,,,,,,,,2.94,2.34,4.09,2.96,4.12,0.71,5.26,1.9,3.25,3.22,1.95,0.78,2.36,3.73,1.52,2.67,4.78,3.11,5.68,2.63,2.35,2.03,1.76,1.84,2.17,3.73,2.31,4.42,3.8,0.9,3.79,0.49,1.7,2.82,2.15,2.49,2.89,2.77,2.67,1.13,6.54,3.61,3.91,3.81,2.6,3.2,2.92,1.26,2.17,1,2.93,1.05,3.46,5.3
May,,,,,,,,4.92,3.74,2.72,2.65,3.85,2.17,4.85,2.01,1.45,4.3,4.33,2.72,1.03,5.66,3.35,3.26,2.61,4.65,6.59,2.82,2.65,2.01,3.64,1.82,3.56,3.07,3.51,3.69,0.81,1.84,2.02,5.29,0.65,1.4,3.42,5.49,4.7,2.66,5.65,1,4.56,1.64,2.06,2.59,2.55,3.43,3.2,4.84,3.3,2.36,3.27,5.04,0.72,1.74
June,,,,,,,,6.71,3.92,3.6,1.71,2.96,5.89,3.02,0.37,0.99,1.57,2.62,2.1,1.98,1.69,0.54,1.88,1.37,2.32,0.32,4.05,4.54,7.3,2.7,2.29,7.51,2.1,2.66,2.34,4.6,3.43,4.56,5.65,2.82,1.08,0.49,0.93,4.34,4.02,4.05,3.56,4.37,5.02,0.95,4.27,1.26,3.2,1.79,4.33,3.17,2.49,1.68,3.79,3.92,2.41
July,,,,,,,,2.23,3.83,5.16,4.7,1.82,4.3,0.88,3.3,4.34,4.55,2.09,3.02,1.3,5.61,6.18,5.4,4.6,5.58,2.18,3.84,6.44,4.09,5.59,4.87,5.28,4.47,5.27,2.8,1.91,4.67,4.1,6.69,5.71,6.6,3.55,3.43,3.37,5.24,3.89,3.81,5.28,2.78,3.3,4.08,2.83,3.29,5.87,4.11,2.89,6.52,3.17,4.47,3.69,4.03
August,,,,,,,,5.29,5.07,2.34,9.72,3.44,5.1,1.58,4.12,3.78,4.18,5.61,5.11,3.54,3.54,7.23,3.75,9.87,5.27,6.36,4.65,6.68,7.35,5.96,7.29,2.85,2.67,2.42,7.15,2.92,2.76,3.17,2.44,1.89,1.11,6.48,4.83,6.13,3.39,1.34,4.43,0.23,8.52,3.06,7.6,7.09,3.98,3.46,4.5,1.85,9.09,4.19,3.47,0.69,5.66
September,,,,,,,,1.09,5.45,2.27,1.15,1.93,2.36,2.66,1.47,1.37,2.38,4.3,7.49,4.12,2.62,2.44,3.06,6.14,6.02,2.64,3.99,7.25,3.24,0.84,4.16,1.2,5.29,1.02,6.45,5.45,5.09,3.06,5.05,2.2,4.28,2.21,4.83,3.22,5.96,5.28,7.01,3.78,6.53,2.03,10.81,5.4,1.84,5.05,6.57,2.87,5.31,3.75,5.73,1.62,3.98
October,,,,,,,,8.48,2.03,11.35,3.51,3.8,3.96,3.43,1.95,3.85,8.53,7.37,6.36,1.64,3.38,3,2.32,7.19,4.39,5.86,4.42,5.2,10.11,6.48,7.6,3.67,6.87,2.85,5.56,8.8,4.34,5.97,8.73,3.81,4.93,5.56,5.42,9.76,4.82,5.04,0.79,1.58,4.13,6.93,3.39,0.41,6.02,4.02,9.95,3.83,3.8,5.17,4.37,5.79,4.4
