PLYMOUTH FREEDOM FIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX488551,Long,-4.127781,Lat,50.376312,Elevation,208,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.17,3.82,5.97,1.26,3.62,1.1,6.62,6.23,3.28,1.97,5.34,6.01,2.39,7.15,1.29,2.02,2.24,4.42,1.6,4.16,8.34,1.48,4.56,2.15,2.16,4.41,6.45,8.08,5,5.29,2.8,6.62,5.97,6.55,5.36,7.9,3.45,6.86,3.53,5.29,2.47,3.69,0.96,6.22,4.67,5.28,6.52,2.46,,5.94,7.03,,,3.77,4.42,7.62,1.23,1.46,4.85,4.24,1.14,1.76,5.37,4.78,3.38,4.68,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,5.99,2.67,0.02,0.8,4.2,1.65,4.92,6.01,1.45,1.84,2.42,7.16,1.24,5.23,2.38,3,0.57,6.11,2.97,4.92,1.46,5.98,7.54,6.59,1.73,2.61,6.61,1.03,0.35,4.27,9.05,2.03,5.58,3.65,3.29,3.86,3.07,2.54,3.78,0.02,3.79,0.1,3.62,4.76,7.58,1.22,2.09,5.21,,0.24,1.94,,,3.63,2.28,1.79,1.7,6.37,4.19,0.83,1.93,4.91,3.68,0.62,5.6,4.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,0.28,2.07,2.99,3.95,5.23,1.61,0.98,2.67,3.03,2.53,5.61,2.27,5.73,1.52,1.14,4.45,5.97,0.84,3.53,6.35,4.44,7.28,1.26,3.07,3.78,2.51,5.6,4.66,2.37,3.34,2.84,2.14,0.53,0.67,4.17,5.01,0.77,2.91,2.12,2.15,3.83,3.81,1.19,3.72,5.09,0.34,1.22,3.69,,4.82,1.16,,,2.94,8.34,1.97,1.46,2.69,4.57,4.43,0.7,3.54,1.44,1.64,4.45,2.02,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.65,3.26,2.41,0.29,5.34,1.92,3.62,2.27,4.16,1.99,1.64,1.64,2.85,1.13,4.91,3.39,1.9,2.65,2.3,0.23,4.36,2,1.46,1.05,1.27,1.55,3.19,3.96,0.97,3.51,3.27,4.24,3.21,2.83,2.63,1.59,0.81,3.45,3.14,3.5,3.05,2.85,5.26,1.71,3.64,0.22,2.71,2.76,,1.81,1.16,,,2.29,2.82,1.93,1.97,2.09,1.89,3.56,3.32,0.51,1.71,1.13,0.23,0.83,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.68,2.88,1.12,0.05,1.77,4.54,2.65,1.79,1.48,2.07,2.2,3.93,1,4.06,3.7,2.09,1.02,3.09,1.09,1.53,3.51,1.88,3.04,1.83,2.86,0.85,1.84,1.76,3.01,1.83,2.55,5.63,4.63,1.6,0.59,1.5,3.4,2.15,4.12,4.89,1.97,2.23,1.54,0.62,3.26,2.97,1.16,1.73,,5.15,3.79,,,4.98,2.53,2.09,3.21,2.03,2.86,2.16,3.72,2.64,3.52,1.1,1.96,3.41,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.89,2.79,2.71,1.68,1.96,2.46,1.78,3.86,1.66,3.62,3.64,1.13,2.58,2.02,2.81,0.56,3.32,1.82,2.13,5.6,0.94,1.43,2.04,2.47,2.83,1.26,1.08,2.3,0.14,1.32,0.46,2.1,0,3.78,3.21,2.3,2.67,0.66,4.58,3.45,2.17,1.78,3.86,1.08,1.56,1.24,3.44,0.75,,0.24,1.61,,,3.24,3.88,2.07,0.51,0.85,1.18,1.19,2.33,3.16,2.78,2.87,1.2,3.61,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,5.01,4.38,3.52,1.55,1.14,0.28,1.87,1.48,3.95,2.35,4.23,5.99,0.79,1.71,1.69,2.01,3.78,4.26,1.53,2.28,0.41,6.53,4.32,1.28,2.35,3.45,1.09,4.88,1.06,4.18,0.78,5.28,3.52,0.89,4.08,2.06,1.82,2.25,5.07,2.6,2.66,0.37,0.41,6.35,1.87,3.52,5.36,2.43,,1.66,2.65,,,1.86,2.53,1.6,2.54,4.8,1.18,0.86,3.83,3.47,2.12,4.02,4.66,3.32,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.03,3.04,3.75,1.88,6.22,3.29,1.23,3,2.28,2.25,4.18,3.65,4.79,2.59,2.45,4.74,1.9,5.92,2.48,9.09,1.4,2.44,1.65,4.4,4.5,2.28,3.56,1.22,3.11,4.56,2.56,3.91,5.32,1.78,3.67,2.34,3.48,3.93,4.07,1.96,1.59,4.43,2.85,0.49,0.91,4.33,3.53,0.11,,3.08,3.2,,,4.21,1.07,3.63,1.37,5.14,5.29,6.82,2.04,3.31,0.42,3.84,3.45,5.96,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.8,2.66,0.45,5.18,2.98,1.37,1.67,1.79,4.2,2.14,4.64,3.47,1.44,0.92,2.25,3.26,0.89,0.36,2.39,1.9,2.35,3.19,1.19,1.79,2.66,8.62,2.24,2.19,1.14,3.4,3.6,4.79,4.74,0.59,7.65,2.13,0.44,5.28,1.62,5.52,1.88,3.28,4.12,2.64,2.38,1.91,0.49,1.96,,3.59,3.84,,,5.57,2.38,1.54,3.55,6.26,4.76,3.16,2.93,4.21,2.08,7.11,4.05,5.62,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.34,5.08,3.96,3.14,1.28,6.1,2.08,2.61,2.57,3.16,8.98,2.32,1.73,4.45,6.73,2.2,7.32,6,3.61,4.89,3.73,3.05,6.05,7.49,5.53,3.07,2,4.41,1.09,2.19,5.34,9.05,4.38,2.94,2.64,6.43,6.39,4.53,0.93,8.29,3.66,2.92,5.36,0.96,3.49,4.36,5.03,3.33,,3.07,4.2,,,2.84,1.55,5.03,7.1,2.07,1.29,5.54,3.71,4.41,2.54,2.07,2.99,3.5,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
