"BOYNE HOLLOW",,,,,,,,,,,,
Grid ref,ST875217,Long,-2.179488,Lat,50.994557,,,,,,,
Station no,RR4157,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,2.75,1.08,3.08,3.79,5.47,2.73,3.40,4.59,3.90,,
February,7.08,1.17,2.15,3.94,1.94,0.27,3.59,3.33,0.40,3.50,,
March,4.42,5.25,0.84,3.86,1.56,1.26,2.47,1.63,4.50,2.40,,
April,3.31,1.96,3.08,0.28,0.89,1.34,0.26,1.03,2.98,2.35,,
May,2.90,3.80,2.08,2.69,3.96,0.66,2.02,2.32,2.15,1.89,,
June,0.62,1.95,2.52,3.90,2.45,2.83,2.52,7.12,0.93,2.03,,
July,1.14,0.97,4.19,3.41,2.81,4.08,5.48,1.89,1.12,4.25,,
August,5.11,4.04,2.71,2.92,0.17,2.76,3.04,3.84,1.40,3.92,,
September,3.31,4.42,2.92,3.54,1.21,4.89,5.46,4.54,0.21,5.91,,
October,0.98,4.82,0.17,3.61,3.08,2.56,2.77,3.36,3.92,10.77,,
November,10.17,4.09,2.76,7.23,3.47,0.95,2.50,3.00,4.79,4.68,,
December,3.44,3.37,3.04,3.88,5.20,4.21,3.56,4.18,8.68,4.18,,
Total,45.55,38.58,27.55,42.34,30.50,31.30,36.41,39.66,35.67,49.77,,
Calc annual,45.55,38.58,27.56,42.34,30.53,31.30,36.41,39.66,35.67,49.77,,
Difference,0.00,0.00,-0.00,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,,
