SEVENOAKS-KNOLE-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ5398554289,Long,0.20582807,Lat,51.266959,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.77,2.03,2.81,1.19,5.54,5.78,3.75,4.84,2.4,2.66,3.39,6.19,2.04,2.46,2.37,2.68,4.15,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.79,1.89,0.3,4.35,1.84,5.22,1.37,1.75,1.83,3.03,1.03,2.04,1.15,1.91,3.29,2.04,2.33,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.92,3.53,2.68,0.55,1.21,3.92,0.7,1.51,3.19,3.42,2.93,0.43,0.04,1.45,1.58,6.09,1.06,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,4.68,2.88,0.79,2.35,3.68,2.29,3,0.54,2.83,2.25,1.74,1.6,1.56,1.72,1.41,3.95,1.93,1.59,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.77,3.61,2.24,0.86,1.81,0.42,2.86,3.03,1.76,1.95,1.91,3.53,3.36,0.64,3.61,3.79,1.31,1.97,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.56,1.18,2.23,2.09,2.66,3.04,2.66,0.87,0.95,0.33,1.83,0.14,1.79,1.4,1.56,2.48,2.41,4.27,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.32,3.12,2.53,2.18,0.45,4.1,1.71,2.14,1.93,4.83,2.3,2.44,2.11,1.56,5.33,2.18,1.41,1.86,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,5.01,0.86,0.95,2.77,3.85,0.89,2.17,1.72,3.1,0.09,4.88,3.81,1.91,3.49,2.51,5.92,0.18,5.03,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.63,2.31,3.26,1.92,5.06,2.71,2.46,2.41,1.52,1.37,0.75,2.32,1.92,3,1.31,3.7,1.57,1.84,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.85,6.84,2.4,2.6,4.28,2.39,2.3,3.6,8,4.02,0.94,3.21,2.36,4.98,3.51,1.62,0.53,2.11,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
