STRATTON-ON-FOSSE-DOWNSIDE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,ST656507 ,Long ,-2.494312,Lat ,51.25442,Elevation ,600,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January ,,,5.08,6.33,1.96,6.18,,,,,,,,,,,,,,4.4,0.69,3.15,2.4,4.56,5.97,4.67,5.45,3.61,1.56,1.43,5.27,4.66,2.68,3.24,3.5,3.98,1.39,2.07,,7.52,5.6,3.11,1.87,5.45,4.56,0.88,6.96,1.49,2.76,1.63,4.45,1.85,4.95,6.28,1.49,4.93,2.61,1.39,4.2,5.6,6.45,5.07,4.77,2.32,4.78,4.57,5.95,4.46,8.91,1.71,6.8,3.27,5.01,3.61,3.75,1.09,5.32,6.57,5.06,7.35,2.91,4.4,5.35,6.99,3.64,2.72,4.35,3.99,8.85,1.41,0.73,4.81,4.58,0.82,2.67,4.57,6.01,4.22,3.29,4.59,3.74
February ,,,0.55,1.43,2.83,3.87,,,,,,,,,,,,,,5.91,5.81,5.78,3.17,5.4,3.1,4.8,,0.76,1.47,2.44,0.83,0.01,2.12,5.98,4.15,0.07,0.64,4.66,,4.25,6.87,1.85,1.63,2.44,5.2,1.15,3.64,2.61,2.28,0.76,6.11,3.4,3.29,1.56,5.1,7.76,5.36,1.01,2.85,4.12,1.64,0.27,5.81,8.98,0.6,6.06,3.02,5.19,3.43,1.21,0.72,3.29,0.08,4.62,0.43,3.72,2.99,7.63,1.65,2.83,3.25,3.55,0.35,2.32,0.79,4.23,5.05,1.62,2.71,2.31,8.63,5.68,1.02,2.67,4.12,2.8,0.45,4.94,4.29,0.3,2.58
March ,,,5.81,1.5,3.69,1.57,,,,,,,,,,,,,,1.58,3.06,3.41,3.13,1.32,4.32,1.18,3.26,3.23,4.36,4.63,2.01,3.21,1.04,0.67,3.72,5.13,4.23,4.3,,1.55,1.91,3.12,2.95,5.96,2.34,6.19,2.65,1.4,4.34,4.28,0.91,3.13,8.33,4.99,7.34,1.31,4.33,3.56,1.62,6.18,3.42,3.24,3.69,1.78,2.05,0.54,0.97,5.37,4.18,0.25,2.17,0.92,3.01,4.49,3.17,1.11,3.61,4.79,0.27,1.87,3.08,4.51,2.78,1.22,0.52,1.2,1.35,8.33,2.24,1.61,2.28,4.79,4.73,1.19,4.66,1.53,1.79,3.25,1.57,3.59,1.69
April ,,,3.19,2.06,1.62,1.03,,,,,,,,,,,,,,3.69,2.25,0.94,5.37,0.98,1.84,3.61,3.65,2.04,2.88,4.64,2.49,1.01,0.97,0.03,2.8,3.29,0.94,4.71,,4.96,2.36,3,1.65,3.68,2.69,3.24,1.25,5,3.13,2.84,3.33,2.99,0.2,3.55,2.57,1.5,1.91,2.33,2.87,2.98,5.9,1.09,3.99,3.19,4.88,3.52,4.1,1.96,1.66,1.06,2.33,2.73,4.05,1.55,3.17,6.08,2.81,3.1,0.2,4.17,3.01,1.84,1.6,1.31,2.44,1.09,3.64,3.65,1.75,2.02,4.2,4.54,2.38,3.39,0.49,1.6,1.18,0.17,1.64,2.45,2.22
May ,,,5.23,3.07,0.66,2.4,,,,,,,,,,,,,,3.33,0.68,3.25,2.36,2.02,2.69,3.69,5.83,2.51,2.35,2.43,2.4,3.59,1.44,1.72,2.26,0.49,0.37,2.16,,3.14,3.17,1.18,2.7,3.84,3.79,0.17,6.13,3.08,1.98,2.39,2.57,1.55,1.53,2.99,1.78,4.11,3.07,2.5,2.09,1.08,3.13,2.2,1.16,1.93,6.09,4.73,3.42,1.25,1.13,2.68,2.29,5.32,6.09,2.03,1.49,1.14,1.11,2.69,2.18,1.02,2.3,1.85,6.13,3.14,1.33,3.38,4.62,2.85,4.91,4.18,2.43,3.03,4.26,2.43,3.15,4.45,0.9,2.49,3.04,1.57,1.56
June ,,,3.73,6.05,1.32,1.95,,,,,,,,,,,,,,6.05,2.24,3.36,5.36,5.55,3.38,1.36,0.86,1.23,3.09,1.34,3.91,1.54,3.73,0.92,2.66,1.19,2.2,3.12,2.16,1.85,3.2,1.32,3.79,4.43,1.65,4.26,2.3,3.8,0.53,3.52,6.44,2.16,3.99,1.66,1.95,0.61,2.69,5.33,1.28,1.2,3.51,0.45,1.96,0.58,3.21,0,3.07,3.85,2.62,1.63,0.89,3.99,2.02,1.79,1.63,5.67,3.94,1.64,1.8,3.46,1.01,2.25,0.39,2.48,3,4.93,3.99,2.86,2.98,0.49,2.77,0.96,2.78,2.37,5.65,3.61,2.53,2.07,3.57,2.67,3.15
July ,,,5.22,1.01,0.85,3.78,,,,,,,,,,,,,,5.46,6.69,3.71,4.38,5.13,4.88,0.6,2.83,1.98,7.74,3.26,3.39,3.17,3.42,6.21,5.07,5.15,1.63,2.3,0.48,0.49,1.17,2.88,2.01,4.86,3.27,0.79,1.24,3.59,3.49,3.26,2.45,0.01,3.44,0.52,3.62,4.44,1.31,3.63,7.1,2.71,6.8,0.76,4.75,2.24,4.67,5.45,4.89,4.51,2.79,2.24,3.26,4.92,5.59,3.63,1.63,0.59,7.99,3.31,3.41,5.43,4.38,2.05,2.04,3.35,3.12,1.59,1.53,3.15,2.07,1.72,5.19,2.08,1.05,5.95,3.74,0.23,3.42,5.92,2.26,1.85,4.55
August ,,,1.5,4.48,1.16,5.7,,,,,,,,,,,,,,9.1,0.81,8.06,3.87,3.15,2.43,2.48,2.23,2.08,2.45,6.05,2.37,9.41,5.18,2.68,3.56,4.3,2.4,6.54,2.85,1.7,3.08,1.78,3.88,7.82,3.61,4.3,3.16,3.92,5.91,3.49,5.7,3.04,9.03,1.5,3.62,3.12,6.31,9.93,3.33,4.06,2.04,2.16,4.28,4.68,5.16,4.11,2.63,5.06,3.26,3.55,5.11,5.48,1.13,1.96,3.81,1.87,0.79,0.94,3.68,3.46,0.17,7.29,5.48,4.53,3.18,2.5,5.62,1.21,4.22,2.82,6.1,6.88,6.18,3.49,3.93,1.16,5.16,4.1,3.99,0.67,7.24
September ,,,3.91,4.23,3.71,0.08,,,,,,,,,,,,,,5.36,5.86,2.12,3.7,7.03,3.62,8.17,3.08,4.13,1.65,1.19,1.95,2.65,4.51,2.96,2.72,1.21,8.6,1.55,1.8,4.48,1.42,2.69,1.73,3.52,2.73,2.16,1.35,1.21,3.14,4.17,0.23,1.56,0.96,3.09,2.23,2.13,2.53,3.3,7.87,2.36,1.74,2.67,3.24,3.85,3.77,4.95,2.19,7.65,1.52,0.61,5.04,1.98,6,3.52,3.82,6.63,4.24,2.9,2.82,1.23,2.38,0.54,2.55,3.06,3.61,3.33,5.68,2.31,3.06,1.8,5.51,3.56,4.32,5.12,4.62,2.72,5,4.67,5.88,0.16,4.1
October ,,,7.32,6.81,2.06,7.63,,,,,,,,,,,,,,1.91,5.84,2.58,6.74,4.78,1.32,6.33,6.29,3.45,1.97,4.03,2.46,10.62,3.88,3.56,4.62,5.16,4.15,1.85,5.39,4.04,3.54,2.67,3.2,9.92,1.7,2.18,7.62,6.65,2.04,8.16,6.05,4.35,5.72,3.37,3.52,4.95,7.55,7.84,2.25,2.23,3.2,1.4,1.8,5.84,6.74,4.72,5.39,3.32,6.65,7.28,3.84,1.45,8.21,3.12,3.26,5.12,2.9,3.99,7.57,4.14,5.16,2.66,4.4,4.32,6.12,6.05,1.89,0.68,4.86,6.9,2.01,0.96,5.09,3.14,4.61,2.13,2.55,3.23,2.71,3.26,8.34
