"TORSIDE RESERVOIR (NEW GAUGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2750,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,2.16,6.01,
February,,,,,,,,,,0.86,1.03,
March,,,,,,,,,,0.81,3.09,
April,,,,,,,,,,1.85,4.07,
May,,,,,,,,,1.47,2.69,2.39,
June,,,,,,,,,6.43,2.02,5.74,
July,,,,,,,,,1.77,2.85,7.46,
August,,,,,,,,,4.92,5.72,5.28,
September,,,,,,,,,0.72,1.90,5.15,
October,,,,,,,,,4.21,5.90,6.47,
November,,,,,,,,,5.36,8.86,6.03,
December,,,,,,,,,3.26,7.91,3.41,
Total,,,,,,,,,,43.53,56.13,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.14,43.53,56.13,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
