"TORRSIDE RESERVOIR",,,,,,,,,,,,
Grid ref,SK060983,Long,-1.911057,Lat,53.481389,,,,,,,
Station no,2749,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.66,2.81,3.24,3.11,3.90,3.14,5.60,2.02,4.00,2.59,,
February,2.90,2.30,1.21,3.58,5.05,2.60,3.31,2.42,3.62,3.50,,
March,0.88,3.60,2.67,5.00,3.02,4.46,4.00,3.75,4.04,3.19,,
April,2.58,3.06,2.49,2.62,2.75,3.62,2.37,3.98,3.36,3.15,,
May,1.46,1.42,3.30,2.96,3.13,0.88,4.16,3.83,2.93,2.21,,
June,3.91,2.02,1.40,2.38,1.21,3.69,1.77,6.72,2.08,4.19,,
July,5.14,3.44,2.70,3.85,2.03,3.23,3.50,3.29,6.45,6.67,,
August,7.64,2.65,3.65,4.85,4.89,4.58,4.02,5.11,3.67,3.64,,
September,1.45,0.64,1.36,5.33,1.46,3.44,1.80,0.77,3.78,3.37,,
October,5.22,4.10,6.41,9.58,1.94,4.74,5.75,7.45,1.21,6.67,,
November,3.45,6.56,2.14,4.79,4.05,5.30,5.79,3.79,3.00,1.95,,
December,5.52,6.79,3.61,1.97,2.71,0.95,4.70,3.60,3.11,7.43,,
Total,45.81,39.39,34.18,50.02,36.14,40.63,46.77,46.73,41.25,48.56,,
Calc annual,45.81,39.39,34.18,50.02,36.14,40.63,46.77,46.73,41.25,48.56,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
