MOYNALTY WESTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IN7276282110,Long,-6.89675,Lat,53.783667,Elevation,265,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,0.86,1.1,2.76,5.43,4.54,2.8,3.55,3.25,1.88,2.9,4.01,1.22,1.58,2.82,4.66,3.31,1.76,2.45,2.56,4.31,3.88,4.3,2.94,5.63,3.95,1.81,4.56,1.39,3.17,2.42,3.6,1.74,,,,,,,,
February,2.88,4.62,2.44,4.43,4.23,3.65,2.38,1.49,0.75,2.9,1.16,0.3,2.75,3.52,3.92,0.44,1.92,2.99,2.97,2.84,2.45,1.3,3.01,4.19,4.25,1.76,2.81,2.57,2.66,1.08,4.31,3.67,,,,,,,,
March,3.77,2.39,3.46,1.58,2.81,2.09,4.23,1.2,4.95,2.05,3.33,1.35,0.79,0.99,1.99,3.48,4.78,5.16,1.09,1.46,0.65,3.4,2.36,5.64,3.24,4.68,2.16,2.95,4.14,3.52,2.13,1.85,,,,,,,,
April,3.43,1.53,4.81,1.69,1.64,3.4,2.05,1.93,2.22,2.6,1.48,3.19,1.24,1.17,3.73,2.56,1.16,4.11,4.28,3.11,2.59,2.14,2.75,1.55,1.88,2.23,1.3,2.49,2.31,4.98,2.31,2.94,,,,,,,,
May,1.41,2.68,3.61,1.89,2.51,2.81,5.09,1.39,2.75,3.23,2.09,3.1,5.03,3.21,2.7,0.39,0.36,1.48,3.81,3.8,2.24,3.97,2.94,2.58,2.75,1.11,4.9,4.41,2.86,1.94,3.52,1.97,,,,,,,,
June,3.61,4.36,3.86,3.35,1.46,0.98,1.28,0.21,4.25,0.34,2.42,2.77,2.35,1.64,2.28,2.26,4.51,4.85,2.89,1.9,2.92,2.69,2.55,1.46,1.42,2.41,2.13,4.72,1.7,2,6.42,1.94,,,,,,,,
July,7.17,2.49,5.45,3.2,3.65,2.15,3.56,3.55,4.74,2,2.52,1.64,3.14,2.49,3.86,4.8,7.07,3.38,0.72,2.67,2.08,1.33,3.43,3.82,3.54,1.39,2.76,2.28,2.64,3.56,3.08,3.3,,,,,,,,
August,1.31,5.08,2.79,3.31,1.43,2.32,2.37,2.68,3.22,6.46,2.94,7.67,7.15,4.18,2.77,5.82,2.39,5.52,5.06,2.75,5.86,4.24,3.64,6.05,3.67,7.66,4.11,3.12,2.39,1.38,6.53,2.28,,,,,,,,
September,2.7,2.25,3.03,3.62,3.06,6.47,3.36,2.57,1.03,1.9,2.65,2.39,4.27,1.5,0.23,0.4,5.39,2.37,4.08,3.69,1.78,3.78,2.31,4.43,3.49,1.56,1.32,1.43,5.19,2.07,0.82,1.34,,,,,,,,
October,3.02,2.72,3.51,3.72,2.15,3.9,5.49,1.27,0.91,6.25,2.07,3.98,3.63,2.76,4.23,3.15,1.56,3.01,3.8,1.97,5.05,3.45,2.43,4.34,1.64,1.5,5.02,5.74,2.17,5.34,2.05,4.33,,,,,,,,
November,5.42,4.2,6.09,3.82,2.95,2.97,2.75,5.02,3.83,1.67,6.73,3.04,4.51,1.56,3.14,4.43,1.53,4.39,3.5,3.31,6,3.23,3.26,2.43,2.12,3.49,1.91,2.68,2.8,1.52,3.05,4.26,,,,,,,,
December,3.27,3.55,3.45,2.26,4.02,1.41,5.12,2.46,4.36,3.61,1.95,6.1,2.14,4,3.4,4.03,5.25,4.26,2.57,5.39,4.48,3.82,2.93,3.36,2.55,2.74,3.03,3.92,3.79,6.02,4.1,5.75,,,,,,,,
Total,38.85,36.97,45.26,38.3,34.45,34.95,41.23,27.02,34.89,35.91,33.35,36.75,38.58,29.84,36.91,35.07,37.68,43.97,37.33,37.2,39.98,37.65,34.55,45.48,34.5,32.34,36.01,37.7,35.82,35.83,41.92,35.37,,,,,,,,
