GLEN SPEY (MEALGARVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN463959,Long,-4.533958,Lat,57.028521,Elevation,1135,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,7.74,8.67,4.24,5.75,6.26,8.71,11.56,1.38,9.01,4.61,,,,5.35,3.09,10.16,11.03,6.04,1.29,0.37,4.4,5.81,7.6,6,7.08,4.95,8.13,9.12,6.6,5.62,5.7,5.04,7.28,3.2,6.79,10.3,6,4,5.1
February,,,5.83,4.3,3.63,6.02,4.38,1.82,6.93,1.09,0.61,3.73,,,,8.3,1.65,4.41,7.5,8.25,1.68,4.21,2.4,8.23,3.4,9.5,6.42,0.25,5.19,8.6,8.3,3,3.93,7.03,6.59,6.03,3.45,5.6,3.85,4,5.5
March,,,2.9,1.28,1.44,3.16,5.19,2.63,3.23,1.46,2.2,0.77,,,,4.3,2,2,9.5,5.4,3.99,1.64,0.85,5.5,2.48,6.11,2.4,1.75,5.5,2.98,4.6,2.85,3.5,1.73,3.55,2.02,3.85,4.4,2.8,3.84,1.4
April,,,3.31,3.23,1.72,5.85,3.29,5.58,2.07,2.73,1.92,4.28,,,,2.75,2.17,0.94,1.88,3.18,3.23,1.76,1.45,6.76,4.8,1.6,3.12,13.95,5.11,5.22,7.6,5.75,2.3,4.85,2.46,3.41,2.75,1.9,3.36,5.8,6.35
May,,,5.1,6.62,3.61,5.53,3.33,3.81,1.91,3.42,3.61,3.8,,,,1.11,1.22,1.84,2.17,0.91,1.66,2.35,2.69,4.43,3.45,4.71,1.4,2.36,2.16,2.61,1.92,1.12,2.9,4.74,4.93,3.35,3.71,1.95,5.45,1.3,1.75
June,,,2.49,2.95,2.55,0.95,2.48,3.73,4.9,3.5,3.71,4.08,,,,2.41,1.39,2.41,7.65,2.29,1.1,1,2.17,4.12,6.25,5.3,5.11,4.94,4.4,1.25,3.01,2.9,2.93,3.93,3.45,1.55,,2.3,2.2,5.4,3.25
July,,,3.26,4.23,4.65,2.4,3.92,3.66,3.73,3.77,2.45,4.31,,,,1.58,4.01,3.61,4.37,5.63,7.61,3.26,3.42,3.12,2.15,2.08,6.37,2.9,3.95,1.38,3.69,3.18,2.47,5.18,2.17,0.5,,4.7,3.55,5.45,2.35
August,,3.73,3.3,6.52,4.83,2.12,4.19,3.58,5.51,5.47,7.18,2.68,,,,3.5,3.42,3.13,3.18,2.01,3.72,6.45,7.61,3.85,3.11,1.98,3.3,0.09,5.12,6.26,5.77,4.9,4.15,3.87,3.38,1.85,,5.7,4.15,3.15,6.05
September,,3.68,2.15,5.34,8.34,3.78,4.43,7.3,4.53,3.26,5.27,1.94,,,,9.09,3,4.58,4.95,1.75,3.24,2.06,9.29,5.06,3.93,7.05,6.8,6.95,6.28,1.66,10.75,3.27,4.65,5.52,7.37,5.55,,5.4,4.05,1.13,3.65
October,,6.15,3.16,8.08,3.63,3.94,6.89,7.16,8.12,9.07,8.41,6.42,,,,13.4,9.5,2.21,12.3,2.16,6.18,6.26,8.54,10.05,7.33,4.05,0.54,3.18,6.41,4.8,7.06,2.01,7.53,2.92,9.16,8.1,,7.1,7.5,7.95,2.15
November,,2.06,2.89,5.72,3.24,0.84,6.53,6.13,6.65,7.22,8.83,7.01,,,,4.6,4.07,0.51,11.65,8.45,9.27,6.65,2.47,6.5,8.62,1.06,3.85,13,5.4,6.25,5.09,7.1,3.22,10.68,8.3,2.1,,2.65,1.6,7.75,4.95
December,,9.93,5.96,4.56,8.34,6.66,4.5,0.5,6.11,10.47,4.18,6.38,,,,2.69,11.11,1.93,6.41,2.73,6.88,7,9.25,5.3,8.4,6.92,5.4,2.31,10.3,12.98,3.82,10.1,6.02,9.41,13.44,7.15,,10,6.9,7.65,7
Total,,,48.09,61.5,50.22,47,55.39,54.61,65.25,52.84,57.38,50.01,,,,59.08,46.63,37.73,82.59,48.8,49.85,43.01,54.54,68.73,61.52,56.36,51.79,56.63,67.95,63.11,68.21,51.8,49.3,64.9,72.08,44.81,,62,51.41,57.42,49.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 J to D deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Gauge may have been moved in Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
