"EAST LOOE",,,,,,,,,,,,
Grid ref,SX255535,Long,-4.454424,Lat,50.355483,,,,,,,
Station no,1929,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.09,4.41,,,,,,,,,,
February,4.96,0.95,,,,,,,,,,
March,5.75,4.52,,,,,,,,,,
April,2.78,3.28,,,,,,,,,,
May,3.05,2.68,,,,,,,,,,
June,0.76,1.20,,,,,,,,,,
July,1.38,1.18,,,,,,,,,,
August,4.74,4.44,,,,,,,,,,
September,4.09,3.75,,,,,,,,,,
October,1.22,5.35,,,,,,,,,,
November,5.10,3.85,,,,,,,,,,
December,4.22,4.89,,,,,,,,,,
Total,42.14,40.50,,,,,,,,,,
Calc annual,42.14,40.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
