HAWKCHURCH (CASTLE HOUSE),,,,,,,,,,,,
Grid ref,ST331010,Long,-2.950772,Lat,50.804677,,,,,,,
Station no,1819/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.84,3.25,0.84,1.97,5.24,4.38,2.59,3.47,5.15,4.29,,
February,6.51,0.78,1.95,3.69,3.18,0.38,4.83,3.90,0.42,5.58,,
March,4.64,3.61,0.57,5.21,1.58,1.50,3.24,2.13,4.00,2.51,,
April,1.95,2.48,3.92,0.36,0.88,1.15,0.10,0.79,3.16,3.79,,
May,3.10,3.24,3.20,2.26,4.05,0.94,2.29,3.50,0.80,1.72,,
June,0.89,2.02,2.92,3.64,3.28,2.39,2.37,3.05,1.09,1.14,,
July,3.16,1.37,3.01,2.48,3.01,3.24,2.92,3.19,1.93,3.61,,
August,6.36,4.51,2.42,3.33,0.41,3.33,3.29,3.45,1.36,5.80,,
September,4.17,3.87,3.72,3.18,1.43,6.38,3.25,5.35,0.04,5.82,,
October,1.26,5.69,5.43,3.21,2.39,1.62,2.46,3.23,3.65,11.64,,
November,10.03,4.56,1.98,7.55,6.32,1.09,3.03,2.92,7.78,6.17,,
December,3.56,3.61,0.75,3.22,7.15,8.09,3.75,6.84,10.96,4.13,,
Total,49.47,38.99,30.71,40.10,38.92,34.49,34.12,41.82,40.34,56.20,,
Calc annual,49.47,38.99,30.71,40.10,38.92,34.49,34.12,41.82,40.34,56.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
