WYMONDHAM-MORLEY-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM064996,Long,1.0431794,Lat,52.555084,Elevation,157,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.37,2.4,2.14,4.5,1.5,2.27,1.08,2.53,2.18,3.63,2.14,1.97,2.09,1.15,0.98,1.59,2.32,2.7,3.96,2.67,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,3.18,0.75,0.43,2.66,3.33,1.44,2.1,2.03,2.03,1.45,0.62,0.78,2.55,0.88,2.24,0.73,2.47,2.74,3.08,0.9,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,2.14,1.63,1.07,1.76,1.65,0.85,1.44,0.36,2.28,1.59,0.12,1.15,0.37,1.83,2.03,1.29,0.79,0.42,2.9,0.43,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.22,3.13,1.19,2.26,1.04,2.57,1.96,2.65,1.42,1.46,0.98,2.06,3.5,3.29,1.14,2.71,2.81,1.4,2.41,0.56,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.38,1.54,1.17,0.78,1.55,3.38,2.73,1.61,0.49,1.75,1.11,2.97,3.34,3.79,1.57,1.64,1.11,0.66,2.73,1.97,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.39,1.74,0.35,0.98,0.69,2.48,0.63,2.33,5.38,2.31,0.86,1.32,1.76,0.47,3.08,2.72,2.58,3.79,1.88,1.51,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.57,3.32,0.75,4.78,3.11,2.06,1.32,1.91,2.47,2.34,3.38,4.01,3.15,3.02,1.71,1.32,0.79,4.03,2.26,2.2,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.68,1.8,2.17,2.38,2.57,2.83,2.52,2.04,3.32,2.23,1.07,2.15,3.06,1.96,0.87,1.65,1.27,1.17,2.45,2.32,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.32,3.08,1.23,3.58,1.48,4.25,3.18,1.11,3.57,0.96,1.15,4.91,1.72,1.8,2.72,1.89,3.11,2.78,2.4,2.92,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.63,0.64,1.52,0.9,3.48,4.39,1.96,2.51,2.75,2.48,3.24,1.02,0.96,4.43,3.08,1.38,2.89,2.05,1.38,3.27,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
