HELLINGLY-HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ597124,Long,0.269186,Lat,50.889015,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,542/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,5.6,4.5,6.29,2.67,4.33,2.84,5.53,2.42,1.78,2.8,2.24,6.79,1.76,1.18,4.58,3.08,0.93,1.68,4.1,5.56,2.37,,3.33,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,5.82,1.36,1.6,2.24,3.19,0.57,1.54,1.03,1.8,2.85,2.42,1.61,1.36,4.86,6.55,1.22,1.33,2.44,1.8,0.71,4.95,2.83,0.02,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.35,0.74,1.78,2.65,2.51,3.22,0.34,0.24,1.26,1.7,6.77,0.77,1.13,1.31,4.29,3.05,0.24,3.56,1.29,0.55,1.64,1.64,2.28,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.87,0.55,2.54,1.38,1.26,1.16,1.8,1.3,1.45,1.51,1.82,0.95,1.77,2.26,2.35,1.48,1.88,0.53,0.35,1.48,0.53,1.06,2.19,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.62,2.71,1.52,1.92,3.69,2.72,2.93,0.87,2.42,3.15,1.85,2.11,1.47,1.09,2.54,1.65,1.28,1.75,4.8,0.87,1.04,2.34,0.99,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.59,0.68,1.26,0.44,1.99,0.34,1.34,1.41,1.55,2.5,2.38,2.31,0.97,0.81,1.14,0.83,1.53,2.64,2.19,2.82,0.94,3.99,0.85,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.07,2.01,2.34,2.49,4.12,2.12,2.18,1.67,4.04,1.92,3.42,2.03,0.52,1.83,1.88,0.71,3.66,3.71,1.04,4.1,4.14,2.95,1.56,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.19,1.95,1.22,0,4.39,2.09,1.44,3,1.62,6.11,0.1,5,1.22,3.48,5.32,3.45,2.66,3.82,1.6,3.93,2.95,4.58,0.73,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,2.28,4.46,0.26,2.29,0.55,2.28,1.43,1.84,2.53,2.89,1.46,2.33,2.59,2.86,3.84,3.71,3.88,2.97,2.83,3.05,3.46,3.85,0.14,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.64,4.69,8.95,4.35,1.15,4.12,2.31,4.55,3.1,0.96,0.68,2.25,7.47,1.23,3.18,3.48,3.08,2.68,5.26,1.46,,3.75,3.63,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,2.05,4.02,6.19,7.75,4.33,1.55,2.07,5.52,0.37,4.98,1.74,2.17,4.08,6.86,5.73,4.82,2.68,5.37,1.42,0.85,,2.53,5.89,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,4.2,3.72,1.62,2.55,2.15,3,2.13,1.96,4.01,3.38,2.98,3.18,1.49,2.71,3.07,3.99,0.83,2.08,3.96,4.36,,4.38,8.39,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,38.28,31.39,35.57,30.73,33.66,26.01,25.04,25.81,25.93,34.75,27.86,31.5,25.83,30.48,44.47,31.47,23.98,33.23,30.64,29.74,,,30,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
