BOLTON VALE BANK,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7967,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,2.76,2.99,6.07,4.87,3.47,3.16,,
February,,,,,3.67,4.18,5.43,3.41,3.09,5.10,,
March,,,,,2.54,2.83,2.86,1.50,6.34,1.56,,
April,,,,0.52,2.35,1.36,0.80,5.22,2.11,3.07,,
May,,,,3.28,3.05,3.01,2.53,2.07,1.10,2.95,,
June,,,,4.75,3.43,0.73,5.28,1.27,0.48,1.62,,
July,,,,1.66,1.66,3.15,3.69,8.03,0.85,1.20,,
August,,,,6.62,1.78,6.25,6.14,1.97,5.10,3.31,,
September,,,,7.12,5.24,0.66,9.74,4.89,2.54,8.93,,
October,,,,5.95,2.29,6.65,3.55,5.46,7.18,4.85,,
November,,,,5.28,4.90,4.09,8.16,2.38,3.53,5.43,,
December,,,,3.54,2.67,1.77,6.35,4.53,9.58,4.65,,
Total,,,,,36.34,37.67,66.60,45.60,45.37,45.83,,
Calc annual,0.00,0.00,0.00,38.72,36.34,37.67,60.60,45.60,45.37,45.83,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,6.00,0.00,0.00,0.00,,
