JEDBURGH (JEDNEUK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT656234,Long,-2.546143,Lat,55.503157,Elevation,270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,2.6,4.66,1.31,1.62,1.52,1.59,2.32,2.09,3.57,0.67,2.22,1.35,2.31,1.74,1.88,1.3,3.12,1.86,2.28,4.43,0.55,1.83,2.3,2.58,,3.55,1.54,,5.05,1.76,1.54,2.83,2.13,0.77,2.41,1.97,1.87,3.28,2.06,1.62,3.11
February,,,,,,,,,,,2.06,0.28,2.09,1.8,0.7,4.72,2.16,0.74,1.92,0.99,0.67,1.61,0.23,3.12,0.09,1.34,2.54,2.38,0.69,1.75,1.21,2.07,1.51,0.96,,2.02,0.64,,1.39,0.88,3.24,2.26,0.5,0.89,1.45,2.34,2.09,2.3,2.2,0.45,2.53
March,,,,,,,,,,,2.96,1.9,1.6,0.91,1.06,2.12,0.93,2.06,3.1,0.11,1.57,0.89,2.54,0.47,3.02,1.23,1.56,2.02,0.78,2.77,3.59,2,1.55,1.13,,0.62,1.32,2.72,0.6,0.54,1.11,2.08,0.87,0.35,1.41,1.19,0.95,1.48,1.26,0.86,1.73
April,,,,,,,,,,,1.71,0.69,2.38,1.73,0.88,2.1,2.21,1.7,0.75,1.42,1.3,2.37,1.88,0.91,3.37,2.68,1.34,1.33,0.21,0.89,1.46,0.89,0.65,1.23,1.26,1.14,0.37,2.82,1.53,1,1.44,2.05,1.56,2.79,0.74,0.55,0.66,0.24,1.88,1.79,1.05
May,,,,,,,,,,,2.82,1.51,0.58,1.94,3.42,4.35,2.23,1.85,1.39,1.22,0.82,2.11,1.8,1.58,1.67,0.98,0.91,4.14,2.49,1.37,1.69,1.51,1.55,3.31,2.03,4.17,1.83,2.87,1.24,1.11,1.55,2.08,1.32,1.56,5.07,2.08,0.7,1.49,2.32,0.36,1.07
June,,,,,,,,,,,1.12,0.76,1.37,0.94,1.49,0.35,3.02,3.03,4.38,1.55,1.62,5.34,0.94,1.77,2.15,4.15,1.52,1.11,2.96,2.05,1.05,0.63,1.24,3.29,1.73,2.18,2.31,1.97,3.02,0.9,1.01,1.23,1.93,1.45,2.03,0.79,2.31,1.16,3.07,2.43,1.03
July,,,,,,,,,,,3.17,2.13,3.91,2.17,3.43,1.31,2.53,2.24,1.48,3.2,4.65,2.74,2.41,4.34,1.83,1.67,3.45,2.79,3.11,2.43,7.15,1.82,2.61,2.54,2.08,1.48,3.02,3.51,1.68,1.94,3.02,2.59,0.89,4.01,2.63,1.97,3.91,2.58,6.03,1.31,2.28
August,,,,,,,,,,2.32,4.02,5.36,1.85,4.7,2.44,3.77,3.38,5.9,3.75,4.67,3.9,3.83,1.18,2.32,2.72,3.52,1.41,2.69,2.03,1.83,0.81,3.89,1.54,3.87,1.76,1.83,3.59,0.73,8.29,2.55,2.49,3.1,2.45,2.34,5.52,0.79,8.58,3.07,1.63,0.46,3.54
September,,,,,,,,,,1.56,1.35,1.88,2.11,1.63,2.87,4.74,3.96,5.09,1.51,0.46,1.86,1.5,3.75,1.23,2.16,2.34,3.24,1.69,1.75,1.14,3.19,0.72,2.24,1.7,4.93,2.25,2.93,1.3,2.67,1.3,3.59,1.34,1.75,3,2.51,1.72,2.19,1.76,2.48,0.9,1.04
October,,,,,,,,,,3.05,1.42,2.82,2.38,2.37,2.72,1.86,3.33,2.25,3.25,2.68,3.32,1.7,4.58,3.05,4.26,4.82,1.6,2.63,3.87,2.53,1.75,2.8,1.62,2.22,1.67,2.66,0.62,0.43,2.18,4.74,1.03,0.39,2.18,1.6,4.6,1.79,1.45,2.46,1.15,1.68,2.72
