"JEDBURGH (JEDNEUK)",,,,,,,,,,,,
Grid ref,NT656234,Long,-2.546143,Lat,55.503157,,,,,,,
Station no,5048,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.83,2.13,0.77,2.41,1.97,1.87,3.28,2.06,1.62,3.11,,
February,2.26,0.50,0.89,1.45,2.34,2.09,2.30,2.20,0.45,2.53,,
March,2.08,0.87,0.35,1.41,1.19,0.95,1.48,1.26,0.86,1.73,,
April,2.05,1.56,2.79,0.74,0.55,0.66,0.24,1.88,1.79,1.05,,
May,2.08,1.32,1.56,5.07,2.08,0.70,1.49,2.32,0.36,1.07,,
June,1.23,1.93,1.45,2.03,0.79,2.31,1.16,3.07,2.43,1.03,,
July,2.59,0.89,4.01,2.63,1.97,3.91,2.58,6.03,1.31,2.28,,
August,3.10,2.45,2.34,5.52,0.79,8.58,3.07,1.63,0.46,3.54,,
September,1.34,1.75,3.00,2.51,1.72,2.19,1.76,2.48,0.90,1.04,,
October,0.39,2.18,1.60,4.60,1.79,1.45,2.46,1.15,1.68,2.72,,
November,4.37,3.58,2.54,2.79,1.09,0.68,0.87,0.66,4.37,2.42,,
December,2.52,3.91,1.72,2.57,3.34,3.18,1.86,3.32,2.73,2.59,,
Total,26.84,23.07,23.02,33.73,19.60,28.57,22.55,28.06,18.96,25.11,,
Calc annual,26.84,23.07,23.02,33.73,19.62,28.57,22.55,28.06,18.96,25.11,,
Difference,0.00,-0.00,0.00,-0.00,-0.02,0.00,-0.00,0.00,-0.00,0.00,,
