"HOLMBRIDGE YATEHOLME RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3178,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.62,9.41,5.05,6.05,4.99,7.29,6.99,6.55,17.87,2.98,9.90,
February,6.44,0.65,7.02,9.55,2.60,9.54,5.41,2.09,9.85,0.90,1.37,
March,4.80,5.26,3.71,3.28,1.89,2.84,3.37,7.85,3.54,1.43,4.53,
April,8.74,1.98,4.92,4.28,2.85,5.18,3.53,6.60,2.40,2.32,4.05,
May,6.87,2.76,1.69,6.36,7.30,5.33,4.92,2.01,2.21,4.25,3.08,
June,3.76,0.50,3.20,1.71,2.74,0.14,4.13,5.62,6.85,1.51,4.92,
July,8.93,2.85,4.90,5.51,4.45,2.20,4.33,3.17,3.02,3.81,9.00,
August,3.48,7.11,7.15,6.27,5.46,5.07,6.78,7.58,5.58,7.48,5.94,
September,2.40,1.52,5.27,5.89,5.76,4.97,4.19,8.34,0.65,2.46,6.03,
October,3.01,3.56,1.22,5.97,7.19,8.15,5.63,7.33,8.30,8.05,8.39,
November,2.86,2.62,3.20,11.49,4.54,4.08,7.20,8.94,11.20,12.13,7.76,
December,6.32,9.26,5.41,5.17,6.88,7.44,3.35,2.24,4.82,14.15,4.61,
Total,66.23,47.48,52.74,71.53,56.65,62.23,59.83,68.32,76.29,61.47,69.58,
Calc annual,66.23,47.48,52.74,71.53,56.65,62.23,59.83,68.32,76.29,61.47,69.58,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
