"BIRMINGHAM W.W. (ESGAIR CEILIOG)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4213,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.38,10.78,10.75,10.13,8.85,9.38,11.50,11.55,17.75,3.20,14.20,
February,5.66,0.50,10.27,16.32,1.85,15.15,6.45,7.35,9.51,1.45,1.10,
March,10.25,8.70,6.95,4.08,3.70,3.15,3.45,9.85,6.01,0.72,4.55,
April,11.20,2.10,5.80,5.82,7.92,6.30,3.85,4.45,3.00,1.84,4.50,
May,5.83,3.55,1.70,6.41,9.17,7.45,5.30,2.90,0.90,5.55,4.30,
June,3.86,0.90,4.10,1.46,4.20,0.25,3.75,8.45,9.70,4.75,3.40,
July,7.63,3.24,8.40,7.45,8.65,4.53,9.15,8.25,4.90,5.15,8.80,
August,3.40,7.67,5.41,8.57,9.30,7.60,7.85,12.85,9.55,5.35,9.00,
September,5.42,3.12,5.68,7.83,10.75,6.17,4.45,9.45,2.38,3.20,9.65,
October,5.72,3.40,1.63,11.95,9.90,10.70,6.85,9.20,11.95,11.00,12.20,
November,3.22,5.35,3.49,8.13,6.90,4.97,13.35,6.65,17.56,20.35,10.80,
December,6.94,11.19,10.88,8.55,13.65,8.90,1.85,3.75,6.75,18.20,9.80,
Total,78.51,60.50,75.06,96.70,94.84,84.55,77.80,94.70,99.96,80.76,92.30,
Calc annual,78.51,60.50,75.06,96.70,94.84,84.55,77.80,94.70,99.96,80.76,92.30,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
