"LECHLADE (ST. JOHN'S LOCK)",,,,,,,,,,,,
Grid ref,SU222991,Long,-1.680243,Lat,51.690219,,,,,,,
Station no,2201,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.78,1.76,0.70,1.45,2.24,3.49,2.05,2.85,3.98,4.02,,
February,3.50,0.49,1.19,2.35,1.54,0.16,3.35,3.31,0.08,2.09,,
March,3.80,2.45,0.98,2.40,1.43,0.36,2.30,1.13,2.93,1.18,,
April,2.49,1.66,1.67,0.27,0.48,1.76,0.33,0.79,2.66,0.89,,
May,2.52,2.72,1.69,-999.00,4.05,0.24,1.70,2.48,0.72,1.57,,
June,1.19,1.56,1.41,3.64,2.91,2.37,1.54,3.91,0.93,3.73,,
July,0.95,0.30,2.57,1.81,0.23,2.20,2.47,2.50,1.85,3.37,,
August,4.91,5.31,2.98,3.57,0.63,4.51,3.31,3.23,2.40,2.65,,
September,3.04,0.97,2.23,2.22,0.71,3.91,3.04,3.52,0.26,3.76,,
October,1.12,4.09,2.92,2.31,1.46,2.15,2.04,2.51,1.62,5.72,,
November,5.47,3.79,1.05,4.73,1.37,0.81,1.79,2.69,1.73,4.65,,
December,2.04,2.14,0.60,1.86,3.04,4.47,1.91,3.58,5.15,4.10,,
Total,33.81,27.24,19.99,28.50,20.09,26.43,25.83,32.50,24.31,37.73,,
Calc annual,33.81,27.24,19.99,26.61,20.09,26.43,25.83,32.50,24.31,37.73,,
Difference,0.00,0.00,-0.00,1.89,0.00,0.00,0.00,0.00,-0.00,0.00,,
