LECHLADE-ST-JOHNS-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU222991,Long,-1.680243,Lat,51.690219,Elevation,237,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.22,0.37,2.9,1.18,1.06,2.61,2.9,2.15,2.25,2.01,1.3,3.32,1.65,3.91,3.02,3.82,1.03,3.83,1.35,2.08,1.64,1.86,0.53,2.95,3.54,2.8,4.52,2.87,2.88,3.14,4.33,1.67,1.75,1.89,1.42,5.06,1.07,0.44,2.78,1.76,0.7,1.45,2.24,3.49,2.05,2.85,3.98,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.03,1.97,2.52,3.65,1.12,1.25,2.31,0.69,0.43,2.67,3.52,0.27,3.07,2.2,3.68,2.35,0.65,0.54,1.75,0.12,3.18,0.19,1.93,1.72,4.58,0.84,0.98,2,2.54,0.75,0.93,0.89,2.04,2.33,1.33,1.08,0.97,4.46,3.5,0.49,1.19,2.35,1.54,0.16,3.35,3.31,0.08,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.58,3.53,1.02,3.81,2.03,0.84,3.84,1.72,0.96,1.98,2.09,0.75,0.23,0.77,2.66,1.23,0.15,1.55,0.16,1.86,2.77,1.7,0.45,1.87,2.48,0.25,1.41,2.1,2.87,2.08,1.06,0.33,0.9,0.92,6.22,0.93,1.5,0.98,3.8,2.45,0.98,2.4,1.43,0.36,2.3,1.13,2.93,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.1,0.82,0.91,0.87,1.1,2.93,1.88,4.64,1.04,2.66,1.91,2.07,1.05,2.12,1.7,0.81,1.11,2.27,2.95,2.61,1.29,2.14,3.46,1.05,3.02,0.05,3.25,1.76,1.01,1.08,0.7,1.83,1.05,1.55,2.4,2.02,1.42,1.98,2.49,1.66,1.67,0.27,0.48,1.76,0.33,0.79,2.66,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.8,0.91,3.07,1.82,2.71,1.86,0.78,3.09,1.36,1,1.04,5.14,4.08,3.05,1.15,0.71,1.55,1.29,4.47,6.01,1.15,0.73,1.45,0.59,2.5,1.8,1.34,1.86,1.23,4.4,2.58,0.62,2.32,3.5,1.59,4.16,2.5,2.5,2.52,2.72,1.69,1.89,4.05,0.24,1.7,2.48,0.72,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.51,1.91,0.9,1.62,3.13,0.7,1.7,2.35,0.42,1.51,0.29,2.44,0.09,3.13,3.38,2.59,1.02,1.48,3.49,0.93,2.08,1.45,3.54,2,1.63,1.1,1.92,0.6,1.82,0.23,1.62,1.66,3.32,2.91,1.41,1.65,0.43,1.54,1.19,1.56,1.41,3.64,2.91,2.37,1.54,3.91,0.93,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.62,3.15,3.77,1.08,2.84,3.67,2.15,4.54,0.18,3.53,1.5,3.23,3.31,2.14,3.35,3.01,1.27,3.02,2.96,2.99,1.64,1.45,0.68,4.51,1.82,1.68,4.88,2.9,2.2,1.82,1.23,2.14,1.9,1.01,2.3,1.2,2.82,3.91,0.95,0.3,2.57,1.81,0.23,2.2,2.47,2.5,1.85,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,0.73,1.79,2.81,3.54,4.88,1.58,2.43,0.88,1.2,4.06,2.22,2.44,3.34,1.68,4.11,1.96,1.89,2.06,2.95,1.3,1.37,1.41,1.61,0.34,0.54,3.78,1.57,0.09,3.36,3.36,2.23,1.86,2.26,5.06,0.44,3.59,1.74,3.31,4.91,5.31,2.98,3.57,0.63,4.51,3.31,3.23,2.4,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.25,0.88,1.6,0.94,1.83,4.41,1.59,1.41,1.6,1.25,2.48,4.12,3.27,1.47,6.41,0.99,0.4,3.46,1.52,3.27,3.23,1.51,4.43,2.47,1.99,2.77,1.59,1.08,0.74,1.62,1.13,2.44,1.6,3.01,1.38,2.03,2.02,3.45,3.04,0.97,2.23,2.22,0.71,3.91,3.04,3.52,0.26,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.9,2.05,3.56,4.39,3.5,1.38,1.32,2.59,1.43,0.75,4.01,3.49,2.9,2.28,1.52,3.82,3.38,1.73,0.66,4.66,2.14,1.39,4.41,1.61,3.33,3.17,3.9,2.69,1.47,3.2,2.9,3.46,3.34,0.98,0.39,2.8,5.72,0.62,1.12,4.09,2.92,2.31,1.46,2.15,2.04,2.51,1.62,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
