"ROCHDALE (FIELDHEAD YARD)",,,,,,,,,,,,
Grid ref,SD899142,Long,-2.154180,Lat,53.624236,,,,,,,
Station no,2862,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.39,6.62,1.89,5.77,5.63,5.13,,,,,,
February,3.13,1.76,1.55,3.42,2.37,0.85,,,,,,
March,4.88,2.75,1.75,2.36,1.08,1.94,,,,,,
April,3.21,3.80,2.75,0.75,2.59,3.10,,,,,,
May,1.84,2.29,3.17,3.07,3.96,1.51,,,,,,
June,0.89,3.77,3.55,3.34,3.03,3.04,,,,,,
July,3.32,2.42,6.29,6.58,1.22,7.83,,,,,,
August,5.79,4.60,4.88,6.49,0.98,9.88,,,,,,
September,2.95,4.03,3.72,5.80,3.30,3.71,,,,,,
October,1.40,5.80,2.73,8.32,2.70,3.44,,,,,,
November,9.18,2.97,5.25,6.52,2.27,1.40,,,,,,
December,8.80,4.44,2.00,7.22,6.84,4.04,,,,,,
Total,50.78,45.25,39.53,59.64,35.97,45.87,,,,,,
Calc annual,50.78,45.25,39.53,59.64,35.97,45.87,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
