"ROCHDALE FIELDHEAD",,,,,,,,,,,,
Grid ref,SD899141,Long,-2.154176,Lat,53.623337,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,2.12,4.28,3.09,,
February,,,,,,,,2.76,4.16,2.59,,
March,,,,,,,,3.99,3.08,2.96,,
April,,,,,,,,1.83,2.42,3.89,,
May,,,,,,,,3.50,2.61,2.06,,
June,,,,,,,,7.51,1.52,2.17,,
July,,,,,,,,3.57,4.58,6.60,,
August,,,,,,,,4.22,4.13,2.77,,
September,,,,,,,,1.05,3.87,2.93,,
October,,,,,,,,5.13,1.59,6.25,,
November,,,,,,,,3.36,3.00,1.75,,
December,,,,,,,,4.42,2.91,7.37,,
Total,,,,,,,,43.46,38.15,44.43,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.46,38.15,44.43,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
