GLEN FINGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN487124,Long,-4.445424,Lat,56.27987,Elevation,1200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6.15,13.05,3.6,6.85,7.5,13,14.65,9.9,10.5,8,8.55,16.15,11.3,20.7,2.7,13.2,8.25,15.1,10.25,12.55,4.2,7.3,14.1,14.25,6.4,1.6,1.8,7.7,9.9,10,3.2,11.3,9.5,9.3,9.75,6.65,8.2,4.9,4.95,7.9,5,5.3,12.05,10.6,3.5,5.1
February,,,,,,12,8.75,1.55,12.1,1.6,11.4,2.9,7.5,10.7,2.95,7.85,9.25,5.05,10.65,3.55,1.35,7,0.1,6.55,2.8,10.45,5.3,6.9,8.25,11,3.55,7.3,2.85,9.1,3.5,12.7,6.75,0.75,9.4,10.7,8.2,4.35,3.3,4.15,6.95,3,3.65,7.15,3.4,4.2,8.5
March,,,,,,5.2,2.85,3.95,2.9,5.2,8.25,12.55,3.9,4.4,0.95,3.5,7.55,7.35,11.8,2.5,4.7,2,4.05,5.05,4.85,3.8,5.2,2.8,9.7,7,6.5,2.85,4.9,5.5,1.3,7.1,4.1,6.2,8.45,3.65,5.15,5.1,8.3,2.95,5.9,2.6,4.75,8.8,3.7,7,3.5
April,,,,,,5.75,6,2.5,1.5,5,3.55,1.95,4.5,6.45,4.85,7.8,4.15,6.7,5.05,1.8,3.25,3.8,8.3,4.35,6.6,5.4,2.3,4.1,1.7,3.85,4.5,3.5,4.5,7.6,4.35,3.75,2.35,12.3,5.75,9.9,6.3,5.4,4,4.8,3.4,4.3,1.85,2.95,3.9,5.9,8.2
May,,,,,,1.85,6.6,4.55,4.3,2,9.5,6.3,7.45,3.2,7.65,11.35,5.2,3.7,2.25,6.85,4.25,7.6,4.55,3.25,4.9,0.65,2.3,3.6,5.2,1.95,1.4,3.6,5.4,4.45,5.2,6.3,2.2,6.4,3.2,3.8,2.6,2.2,2.7,5,6.5,5,6.05,3.2,5.25,2.4,4.5
June,,,,,,2.2,3.25,4,3.2,4,3,0.7,3.3,2.15,4.95,1.1,5.6,6.9,7.75,4.4,4.25,7.35,3.5,2.2,3.7,7.1,3.3,4.6,9.2,4,1.2,1.2,2.75,6.55,6,6.5,5.45,5.4,6,2.65,2.85,4.1,5.45,3.3,3.75,4.5,5.4,2.5,4.1,4.5,3.4
July,,,,,,5.8,6.15,1.8,4.7,2.4,6.3,5.85,5.65,7.1,8.8,2.8,4.05,6.65,5.2,5,3.6,7.2,7.2,6.05,4,2.8,8.1,6.9,5.8,9.4,4.85,4.4,6,3.45,4.75,5.1,5.3,5.85,6.15,3.3,9.2,5.2,4.5,7.5,4.8,0.85,7.1,5.05,6.5,8.5,5.8
August,,,,,6,4.3,4.95,10,5.3,4.8,6.7,9.4,4.9,9.6,6.5,6.15,8.05,8.35,8.2,9.5,8.95,2.75,4.05,6.05,7.15,4.6,4.9,5.5,4.7,2.7,4.4,5.95,9.3,10.55,4.9,3.2,6.15,0,11.3,8.1,9.7,8.1,7.35,5.1,7.75,1.4,7.8,6.9,7.6,4.2,5.6
September,,,,,4,2.7,1.85,6.95,8.8,7.5,4.8,3.8,4.6,13.1,9.4,5.6,6.3,8.55,6.2,3.2,6.2,2.95,5.2,1.85,11.1,10.4,5.6,6,7.05,4.3,6.2,3.25,10.9,6.55,6.8,10.2,10.2,8.5,11.55,3.25,16.3,6.25,4.3,10,10.3,6.75,8.65,5.3,7.6,1.9,5
October,,,,,2.9,5.15,12.8,11.6,11,2.1,5.5,8.75,4.05,12.7,5.85,8.9,8.7,11,12.7,10.65,12,7.7,10.7,6.2,13.8,15.2,10.7,4.2,15.8,5.5,11,7.8,10.1,17.8,7.9,8.1,1.15,4.6,12.3,11.6,8.4,2.6,8,7.7,13.7,7,6.45,7.8,6.9,9.3,5.2
