"CARRICKFERGUS, DORISLAND - new gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ386879,Long,-5.849502,Lat,54.720161,Elevation,271,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.71,3.91,3.93,2.61,2.35,2.73,1.91,4.79,4.3,4.59,4.67,3.67,2.26,6.83,6.01,4.65,4.45,4.3,3.68,7.87,3.18,1.94,3.76,3.93,1.45,3.77,4.11,3.47,4.76,4.37,3.14,4.6
February,,,,,,,,,,2.8,0.51,3.95,0.12,2.75,0.38,4.68,3.23,6.57,1.61,3.86,2.4,3.47,2.29,2.54,1.46,4.52,3.11,0.78,2.6,2.36,3.62,2.95,1.03,1.05,3.72,4.16,1.46,2.58,5.21,1.17,3.85
March,,,,,,,,,,0.57,1.8,1.16,2.11,1.92,1.94,1.24,2.59,3.01,1.39,5.09,4.73,4,2.6,1.14,0.91,1.81,2.07,4.61,2.02,2.56,1.55,3.16,1.64,0.41,4.15,1.74,1.77,3.47,2.9,3.13,3.08
April,,,,,,,,,,1.44,1.2,3.02,3.41,1.5,3.86,2.72,1.27,1.93,0.44,2.89,4.8,2.43,2.14,3.02,2.85,2.32,1.13,4.03,2.54,2.89,5.03,1.58,2.01,2.89,1.21,2.5,1.31,1.57,2.72,2.95,3.46
May,,,,,,,,,,2.37,1.77,4.01,2.38,2.58,3.47,1.19,1.74,1.27,3.36,0.52,1.64,2.5,3.28,5.41,2.03,4.06,1.48,3.92,2,2.09,1.92,2.95,1.08,2.06,4.92,3.52,1.53,2.43,2.98,1.23,2.08
June,,,,,,,,,,2.86,2.16,5.55,1.65,2.57,2.13,3.91,4.91,3.17,3.96,2.24,1.3,0.51,0.64,4.48,2.82,4.58,4.17,3.97,5.83,0.73,2.24,1.52,2.95,1.57,3.72,5.36,2.79,1.87,6.04,2.6,2.68
July,,,,,,,,,,3.04,4.1,3.4,4.25,3.52,2.88,1.36,6.37,3.79,4.11,4.87,5.9,4.83,4.37,2.65,4.78,4.51,3.63,3.74,2.64,3.22,5.14,3.18,2.22,5.49,4.65,1.43,3.72,4.09,5.56,3.95,7.13
August,,,,,,,,,,5.69,6.86,3.31,2.4,2.49,5.83,1.52,3.5,3.33,2.58,2.2,1.11,5.07,6.81,6.64,2.49,1.3,4.94,0.24,4.86,3.45,5.3,3.92,5.46,3.08,3.07,1.26,6.86,4.54,4.5,1.34,5.18
September,,,,,,,,,,0.97,4.74,2.15,4.14,0.93,5.24,4.06,3.71,2.88,3.19,2.49,2.67,1.77,5.45,2.69,6.37,3.04,6.19,2.88,4.99,2.72,6.97,2.87,2.27,2.43,4.17,4.63,3.71,6.29,4.09,1.78,3.48
October,,,,,,,,,,4.5,5.72,2.21,3.69,3.01,4.72,5.64,3.08,3.04,7.56,2.67,5.58,5.86,4.46,3.44,5.32,3.83,1.73,1.95,3.73,7.66,2.49,0.94,3.5,1.89,6.79,3.9,3.04,3.95,2.28,4.47,6.25
November,,,,,,,,,,4.64,3.61,6.49,2.43,1.89,1.08,4.41,4.32,1.28,4.25,5.58,5.95,4.22,0.87,3.42,6.03,1.48,4.88,4.94,2.52,4.1,3.21,6.78,3.61,3.82,6.05,2.88,1.75,2.81,2.03,3.9,5.02
December,,,,,,,,,,7.35,3.36,2.92,5.3,1.86,5.64,4.01,3.86,4.99,3.86,3.31,5.09,1.88,5.38,2.66,4.53,4.73,3.58,2.28,4.25,5.03,2.76,5.64,4.47,3.64,6.21,5.8,4.59,4.59,5.83,6.43,3.24
Total,,,,,,,,,,37.94,39.74,42.1,34.49,27.37,39.9,36.65,43.37,39.56,40.9,40.39,44.84,38.8,45.12,44.1,44.24,40.63,41.21,37.02,45.85,39.99,42.17,39.25,34.17,29.78,52.43,41.29,36,42.95,48.51,36.09,50.05
