SAFFRON-WALDEN-DEBDEN-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL539371,Long,0.240999,Lat,52.010996,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1330/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.67,0.93,1.27,3.5,3.45,2.84,4.47,2,2.11,2.37,4.74,1.47,1.93,1.65,1.55,3.59,1.14,1.28,2.53,1.75,0.98,1.23,2.35,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.3,0.02,2.22,2.04,3,0.84,0.97,1.68,2.31,1.14,0.96,1.14,1.43,2.07,1.8,1.12,1.19,3.26,3.48,0.57,1.61,1.84,1.35,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.6,2.32,0.42,0.61,3.16,0.23,1.53,2.95,3.25,1.38,0.47,0.23,1.07,1.34,4.72,0.87,0.83,0.48,3.05,2.9,0.34,2.15,1.31,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.73,1.42,2.51,1.38,3.5,0.25,2.85,1.55,1.32,0.87,1.11,1.26,1.02,1.06,1.68,1.69,1.51,1.38,3.01,1.22,2.15,0.24,0.35,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.88,0.36,1.27,1.03,2.03,1.82,0.92,0.89,1.91,1.93,1.53,0.93,2.01,1.6,0.52,2.09,2.61,2.23,2.77,0.73,1.62,2.68,3.23,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.59,1.92,2.12,3.31,2.06,0.47,1.72,0.38,0.51,0.48,1.61,1.27,1.31,2.26,2.36,3.1,1.03,0.85,1.26,1.28,2.37,1.98,2.43,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.08,2.42,0.74,4.6,2.32,1.08,2.17,3.76,3.04,2.44,1.21,1.44,1.94,3.59,1.96,1.15,1.13,3.52,1.22,0.64,3.55,2.44,0.39,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,0,1.44,0.55,0.85,0.76,0.99,3.35,0.15,4.23,1.56,1.36,2.75,1.51,3.44,0.08,3.52,1.24,2.42,3.5,3.29,1.67,3.23,0.85,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.4,1.96,2.73,2.42,2.07,4.16,2.89,0.62,0.47,1.1,1.52,3.13,2.54,2.57,1.25,1.37,0.92,2.71,2.73,2.36,1.48,1.31,1.95,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,1.68,1.18,1,1.76,1.91,2.59,4.91,2.25,2.31,4.1,1.8,3.2,1.55,1.23,0.13,1.53,4.38,0.25,0.93,2.35,2.83,1.9,4.07,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,1.27,2.66,3.42,2.73,1.83,2.49,3.94,6.69,2.46,2.24,1.48,3.17,0.23,4.09,1.16,1.62,2.06,4.54,3.83,3.86,1.23,3.5,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,0.38,1.5,2.77,1.9,3.45,3.26,1.08,1.44,1.35,2.31,1.39,1.18,3.3,1.8,2.95,2.05,1.65,1.51,1.73,2.44,0.62,1.94,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
