NOTTINGHAM HIGHFIELD HOUSE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,SK539382 ,Long ,-1.1983,Lat ,52.9386,Elevation ,162,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,RR29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January ,2.6,2,1.8,1.6,1.5,1.3,2,2.1,0.9,2.6,1.61,2.13,3.51,2.86,2.66,0.39,2.4,2.77,0.18,0.63,3.35,0.85,1.56,2,0.74,,1.66,,,,,,3.3,,,2.95,1.92,3.6,2.03,1.6,0.53,0.65,,,,,,,,
February ,2.4,1.4,0.7,2.3,2.2,0.7,0.8,1.4,3.6,0.9,1.31,0.48,1.76,1.09,0.65,1.53,1.49,0.73,0.28,1.23,2.14,2.72,0.84,0.39,1.69,,1.9,,,,,,2.48,,,1.28,2.45,2.11,1.14,2.98,2.15,4.55,,,,,,,,
March ,0.1,0.9,2.5,0.6,2.4,2.6,1.2,1.1,3.9,0.5,0.28,2.87,0.63,0.67,0.34,0.97,0.92,1.69,0.81,1.67,2.26,3.43,3.38,0.29,2.56,,1.9,,,,,,1.92,,,0.58,3.03,2.11,0.63,0.99,1.72,2.28,,,,,,,,
April ,0.9,1.6,1.5,2.5,0.4,1.3,4.3,1.3,2.2,2,2.05,1.42,0.52,1.62,0.46,0.93,2.02,2.71,2.26,2.39,0.6,1.69,1.58,1.42,2.19,,0.53,,,,,,3.04,,,0.79,3.04,2.82,1.33,2.61,2.09,1.41,,,,,,,,
May ,3.5,2.1,2.6,3.1,0.5,3.3,0.7,5,1.4,2.4,1.24,1.22,1.13,0.87,1.95,1.52,3.7,1.01,1.37,0.53,3.89,1.2,3.44,0.54,1.4,,1.76,,,,,,2.09,,,1.74,0.64,2.68,4.4,3.56,1.77,0.86,,,,,,,,
June ,0.9,4.3,1.8,2.4,1.6,2.9,1.7,2,4.7,2.7,1.32,3.48,4.81,4.88,0.85,2.41,1.52,2.87,1.25,3.15,4.92,1.7,1.47,3.42,1.32,,3.61,,,,,,3.31,,,3.16,1.95,1.53,2.66,4.53,5.8,1.68,,,,,,,,
July ,2.6,2.6,2.5,1.8,1.4,3.7,2.8,0.7,3.4,2.3,4.08,3.43,2.72,2.73,1.9,4.46,2.57,1.7,1.04,0.7,1.51,3.46,1.4,1.25,0.52,,2.46,,,,,,7.42,,,6.42,1.28,2.44,2.6,3.67,6.57,1.96,,,,,,,,
August ,1.3,3,1.8,1.7,2.3,4.8,3.3,1.4,4.8,1.7,0.94,2.12,3.27,4.09,1.28,1.09,3.98,6.2,2.82,2.98,6.28,0.56,2.41,2.7,1.1,,3.9,,,,,,3.28,,,4.58,1.72,4.05,8.76,4.39,3.06,4.65,,,,,,,,
September ,2.6,3.3,2.6,0.4,2.7,1.5,1.3,2.2,3.5,5,2.03,1.54,5.33,1.95,0.77,0.55,2.61,3.03,2.16,2.58,3.26,1.93,3.8,1.8,1,,5.16,,,,,,2.9,,,3.22,4.53,1.99,1.49,3.29,4.3,1.74,,,,,,,,
October ,1.1,4.1,1.2,3.8,1.6,1.7,4.3,2.4,4.7,3.1,1.97,2.01,2.93,3.32,0.78,4.45,3.37,1.72,3.28,1.77,2.62,1.35,2.43,2.32,1.68,,2.62,,,,,,4.1,,,5.36,1.75,1.81,3.07,1.26,4.86,2.37,,,,,,,,
