NOTTINGHAM HIGHFIELD HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK539382,Long,-1.1983,Lat,52.9386,Elevation,187,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,1.6,2.3,3.5,3,2.9,0.5,2.9,2.8,0.2,0.7,2.58,0.69,1.19,1.89,0.67,,1.52,,,,,,3.15,,,2.87,,,,,0.51,,,,,,,,,
February,1.3,0.5,1.8,1.1,0.8,1.5,1.9,0.7,0.3,1.4,0.81,2.48,0.6,0.33,1.49,,1.77,,,,,,2.38,,,1.26,,,,,2.06,,,,,,,,,
March,0.3,2.9,0.6,0.7,0.5,1.1,1,1.7,0.8,1.9,1.99,2.84,3.04,0.27,2.29,,1.66,,,,,,1.76,,,0.57,,,,,1.65,,,,,,,,,
April,2.2,1.5,0.5,1.8,0.5,1,2.4,2.7,2.3,2.4,0.51,1.19,1.35,1.3,2.08,,0.48,,,,,,2.61,,,0.77,,,,,2.02,,,,,,,,,
May,1.3,1.3,1.1,1,2.2,1.9,3.8,1,1.4,0.5,3.32,0.93,3.1,0.41,1.29,,1.52,,,,,,2.04,,,1.66,,,,,1.72,,,,,,,,,
June,1.4,3.4,4.9,5,1,2.4,1.5,2.9,1.2,3.3,3.25,1.49,1.26,3.24,1.26,,3.34,,,,,,2.93,,,3.04,,,,,5.52,,,,,,,,,
July,4.1,3.4,2.7,2.9,2.1,4.6,2.6,1.7,1.2,0.7,1.27,3.34,1.32,1.04,0.52,,2.3,,,,,,5.99,,,6.02,,,,,6.24,,,,,,,,,
August,1,2.1,3.3,4.3,1.4,1.1,4,6.2,3,3,5.56,0.54,2.31,2.41,1.06,,3.7,,,,,,2.87,,,4.24,,,,,2.98,,,,,,,,,
September,2,1.5,5.3,2.1,0.9,0.7,2.6,3,2.3,2.9,2.8,1.91,3.7,1.73,0.95,,4.97,,,,,,2.57,,,3.07,,,,,4.14,,,,,,,,,
October,2.1,2.1,2.9,3.3,0.9,4.7,3.8,1.7,3.4,2,2.15,1.26,2.21,2.28,1.59,,2.52,,,,,,3.69,,,5.06,,,,,4.71,,,,,,,,,
November,2.9,1.4,7,2.6,1.8,1,1.9,1.2,0.7,1.7,2.13,1.94,0.4,1.42,2.1,,2.5,,,,,,2.93,,,3.62,,,,,2.03,,,,,,,,,
December,1.7,1.6,2,0.6,2.4,0.8,1.8,0.4,1.9,1.9,2.34,1.4,1,0.63,1.16,,2.08,,,,,,3.51,,,1,,,,,2.96,,,,,,,,,
Total,21.9,24,35.6,28.4,17.4,21.3,30.2,26,18.7,22.4,28.71,20.01,21.48,16.95,16.46,,28.36,,,,,,36.43,,,33.18,,,,,36.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853 Apr IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
