ROSBERCON CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IS714279,Long,-6.9503398,Lat,52.398471,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,2.5,3.37,2.98,5.03,8.16,3.56,3.74,6.75,7.26,2.08,9.24,1.93,5.17,2.26,4.96,1.2,1.75,1.97,6.72,4.9,3.52,2.69,4.13,3.6,2.61,5.04,1.48,0.68,4.19,,,,,,
February,,,,,,3.19,1.75,3.24,2.4,2.54,3.75,2.63,5.49,1.67,3.37,2.89,5.55,1.18,2.91,4.77,3.33,4.1,4.9,7.34,6.82,5.86,2.25,0.57,0.38,1.62,1.26,0.5,2.55,3.43,,,,,,
March,,,,,,0.98,0.24,3.96,2.9,2.66,3.82,1.82,6.25,3.52,0.38,1.39,1.86,2.94,0.95,2.07,3.88,3.24,1.57,1.33,4.36,3.33,3.86,1.46,3.05,1.18,2.66,0.78,0.34,0.47,,,,,,
April,,,,,,0.67,1.85,3.06,2.81,2.83,0.88,3.64,3.34,1.04,2.4,1.14,3.34,6.15,3.79,2.11,3.16,1.53,4.05,3.1,1.72,3.86,2.69,0.91,2.06,1.93,1.02,1.61,0.2,0.59,,,,,,
May,,,,,,3.95,1.47,4.49,2.15,4.68,3.11,0.49,1.67,1.8,0.42,2.35,0.56,3.61,4.52,1.63,1.35,2.54,3.05,1.59,1.56,2.78,2.96,1.67,2.56,3.23,2.3,3.34,3.57,1.41,,,,,,
June,,,,,,0.65,3.42,1.25,1.7,0.68,1.05,2.47,3.46,1.37,1.45,2.2,1.51,2.47,4.35,6.79,1.42,4.73,3.24,1.51,0.64,1.41,0.46,0.31,3.75,0.75,2.52,3.27,2.08,1.48,,,,,,
July,,,,,,1.64,1.28,2.65,1.73,1.95,0.96,4.38,2.58,4.54,2.67,3.17,5.24,2.08,0.9,2.73,5.93,2.06,4.71,4.2,2.91,1.72,3.5,1.64,5.1,1.24,1.79,2.35,3.41,,,,,,,
August,,,,,,3.47,3.12,2.18,3.1,1.69,2.44,3.77,6.1,7.87,3.83,1.85,4.16,6.18,3.47,5.25,1.29,3.88,4.33,4.28,0.74,2.66,3.36,1.82,2.81,4.7,2.49,6.43,4.39,,,,,,,
September,,,,,,0,5.87,2.67,5.6,6.03,3.33,3.43,4.6,2.98,2.23,7,5.46,4.36,1.68,5.05,3.18,2.51,3.16,5.09,1.88,4.97,4.18,1.57,0.56,0.6,2.05,2.2,2.39,,,,,,,
October,,,,,5.42,3.31,3.33,3.64,3.26,0.63,5.82,4.06,4.79,4.31,5.92,10.58,7.15,5.07,3.19,0.97,3.94,3.43,3.62,2.8,1.5,4.25,5.44,1.67,2.13,3.17,1.17,5.61,2.63,,,,,,,
November,,,,,1.44,4.97,1.72,1.05,4.82,2,1.6,4.27,5.76,2.57,5.38,3.95,5.61,6.1,1.82,0.61,3.93,4.25,4.23,4.49,1.65,2.73,2.43,3.18,4.56,1.87,3.93,4.28,4.45,,,,,,,
December,,,,,2.9,5.95,2.56,1.25,9.17,4.84,2,3.03,13.08,0.35,4.23,1.27,10.48,4.76,1.2,1.5,2.82,3.64,5.04,1.09,3.86,1.05,3.74,1.75,5.52,3.72,2.57,5.11,1.58,,,,,,,
Total,,,,,,31.28,29.98,32.42,44.67,38.69,32.32,37.73,63.87,39.28,34.36,47.03,52.85,50.07,31.04,38.44,35.43,37.66,43.87,43.54,32.54,38.14,37.56,20.68,36.08,26.62,28.8,36.96,28.27,,,,,,,
