MANCHESTER LADY BARN FALLOWFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ856931,Long,-2.2182141,Lat,53.434482,Elevation,122,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,2.55,2.1,3.05,1.4,2.14,2.54,0.88,1.39,0.99,3.37,3.89,1.85,2.45,2.32,2.65,1.69,3.64,1.54,1.56,1.04,3.92,2.13,3.28,2.93,1.43,3.81,2.01,1.94,,0.39,,2.7,,,,,,,,,
February,,,,,,,,,,,1.01,0.27,2.24,3.27,3.93,0.28,1.68,1.97,1.95,0.91,2.7,1.32,0.89,2.43,2.61,1.2,3.18,2.59,3.37,1.13,4.56,2.17,0.93,1.1,3.4,1.81,3.5,0.41,3.58,0.84,2.44,0.92,,3.94,,4.77,,,,,
March,,,,,,,,,,,3.01,1.62,1.56,0.49,2.37,2.69,3.9,1.95,1.23,1.49,0.6,1.77,1.5,3.59,1.66,3.68,2.28,1.64,2.2,2.09,0.44,1.57,1.11,3.38,3.51,1.62,1.87,1.19,0.41,5.27,3.21,2.39,,,,,,,,,
April,,,,,,,,,,,0.78,2.07,1.37,0.38,1.9,1.51,1.88,2.18,1.81,2.26,2.27,2.01,1.86,1.37,1.96,2.45,1.36,1.31,1.57,2.74,2.38,2.15,0.68,3.68,1.56,2.04,1.98,1.4,,,,1.19,,,,,,,,,
May,,,,,,,,,,2.23,2.2,2.27,3.25,1.74,2.47,0.7,0.61,1.6,2.97,1.96,1.54,0.92,3.63,3.06,2.24,0.76,2.53,3.93,2.09,1.42,3.91,1.21,1.93,2.61,2.03,2.4,2.82,2.31,2.23,0.52,5.83,1.48,,,,4.71,,,,,
June,,,,,,,,,,0.57,3.34,2.44,3.68,1.4,3.22,2.39,3.16,2.87,3.01,1.73,3.13,1.68,1.37,1.01,0.81,2.81,1.31,5.07,1.74,2.27,2.79,2.71,5.61,2.05,2.39,3.33,3.34,2.5,1.91,1.73,2.28,0.89,,0.5,,0.07,,,,,
July,,,,,,,,,,2.81,2.85,2.26,3.46,2.9,3.67,4.29,1.85,1.69,0.68,2.23,1.91,3.86,1.78,3.12,1.16,1.86,2.2,3.43,3.54,3.76,3.64,1.15,4.47,1.19,4.06,5.55,1.5,1.31,4.31,1.27,5.85,1.11,,,,,,,,,
August,,,,,,,,,,5.65,3.59,5.72,4.44,2.23,4.01,2.4,2.37,3.08,5.97,1.36,4.18,2.41,2.86,3.48,4.14,4.55,2.4,3.38,2.79,2.56,4.83,,4,1.7,1.55,2.11,1.22,2.75,,,,,,,,,,,,,
September,,,,,,,,,,2.76,0.89,2.93,3.81,3.04,1.09,1.33,5.17,4.03,0.54,4.55,0.99,0.74,0.81,4.53,1.26,2.05,1.67,0.47,4.36,2.26,0.32,,,1.56,2.7,0.42,2.47,1.95,7.52,0.27,,,,,,,,,,,
October,,,,,,,,,,2.74,2.29,4.85,4.36,2.37,3.24,3.05,4.29,1.83,3.64,2.91,3.55,2.53,2.97,6.08,1.07,1.78,6.04,2.89,1.46,5.3,4.43,2.32,2.75,2.72,1.26,,2.71,4.14,2.69,0.91,1.5,4.6,,4.51,,4.83,,,,,
November,,,,,,,,,,2.06,4.64,2.28,2.5,2.03,1.87,2.13,1.14,4.31,1.69,1.06,1.61,3.34,1.54,3.06,2.24,2.84,2.29,2.42,3.01,1.12,4.16,3.13,2.36,2.84,3.49,,1.95,2.66,0.75,2.74,1.29,1.9,,4.07,,,,,,,
December,,,,,,,,,,2.47,1.46,4.93,2.18,3.4,2.54,3.09,3.07,2.86,2.84,1.7,4.21,4.52,2.46,1.73,2.18,0.58,2.46,3.27,1.45,6.1,1.94,3.93,3.7,2.17,4.45,4.11,2.56,0.66,5.46,3.1,,3.7,,,,,,,,,
Total,,,,,,,,,,,28.61,33.74,35.9,24.65,32.45,26.4,30,29.76,27.32,25.53,30.58,26.95,24.12,35.78,23.98,26.25,31.36,31.94,29.14,31.79,37.32,,,27.93,31.83,,27.93,23.22,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 Jan and Dec imperfect therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 July estimated thus removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
