"NEW LEAKE LADE BANK ENGINE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2544,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.69,1.64,1.90,1.53,1.54,1.33,2.28,1.57,3.42,1.59,1.68,
February,0.76,0.27,2.65,2.71,0.65,1.53,1.25,1.91,1.17,0.45,0.72,
March,1.58,0.52,1.88,1.89,0.43,1.20,0.56,1.16,1.29,0.28,1.28,
April,2.83,1.16,2.24,1.05,1.38,2.06,1.50,2.32,1.04,0.49,2.56,
May,1.74,1.73,0.74,1.63,2.34,2.63,1.87,0.46,0.90,0.78,2.09,
June,1.74,0.32,0.75,0.56,1.87,0.08,2.89,3.48,2.44,1.30,0.87,
July,2.77,0.41,4.06,2.01,1.91,0.62,1.57,2.44,0.87,1.72,3.18,
August,1.42,2.01,1.86,1.75,1.95,1.26,1.62,4.23,1.70,0.90,2.38,
September,1.39,0.61,2.24,2.58,1.74,2.31,1.44,3.26,0.51,0.49,3.45,
October,0.43,2.22,1.03,1.85,3.61,1.90,1.68,1.82,3.11,2.71,1.22,
November,0.45,1.30,1.08,2.56,1.54,2.43,2.14,2.15,2.07,3.83,2.87,
December,2.08,1.08,2.47,2.03,2.13,1.68,0.67,1.99,2.00,3.65,1.10,
Total,18.88,13.27,22.90,22.15,21.09,19.03,19.47,26.79,20.52,18.19,23.40,
Calc annual,18.88,13.27,22.90,22.15,21.09,19.03,19.47,26.79,20.52,18.19,23.40,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
