"SORN (BLACKSIDE WATER TANK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5256/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.84,5.32,4.62,5.50,3.11,4.48,3.89,5.03,5.05,2.70,,
February,2.04,1.59,5.54,1.54,6.28,2.60,0.25,3.00,4.16,3.10,,
March,2.36,1.12,2.40,0.37,3.12,2.01,2.50,3.50,2.40,2.80,,
April,1.76,1.19,4.25,2.94,1.52,1.51,4.21,2.55,4.10,4.07,,
May,4.26,1.96,3.65,3.44,4.54,0.90,3.25,1.20,1.25,2.00,,
June,1.73,1.46,4.90,4.12,4.24,3.08,3.00,4.85,0.48,3.10,,
July,5.04,5.00,2.55,5.00,3.85,4.57,3.44,3.42,1.95,5.95,,
August,6.91,4.80,6.00,5.30,2.04,2.65,0.18,5.75,4.35,5.40,,
September,1.93,5.58,2.43,5.18,6.21,7.32,4.90,6.10,1.40,10.80,,
October,4.14,7.94,7.94,4.46,4.79,0.27,1.50,5.92,4.65,4.10,,
November,2.47,1.47,4.03,6.74,0.74,5.03,7.03,4.25,5.40,3.40,,
December,2.79,5.42,2.52,5.12,2.49,3.00,3.36,4.00,7.70,1.33,,
Total,36.27,42.85,50.83,49.71,42.93,37.42,37.51,49.57,42.89,48.75,,
Calc annual,36.27,42.85,50.83,49.71,42.93,37.42,37.51,49.57,42.89,48.75,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
