NEWMARKET-SEWAGE-OUTFALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL635648,Long,0.394056,Lat,52.257073,Elevation,81,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.73,2.81,1.77,3.17,1.3,1.72,3.9,3.03,2.01,2.04,3.03,1.55,2.41,1.12,2.25,2.16,3.3,1.48,1.07,1.59,0.66,1.38,0.96,2.34,2.97,3.45,2.96,4.27,1.29,1.71,2.94,4,1.29,1.68,1.24,1.44,3.32,1.05,1,2.33,1.72,0.97,0.91,1.5,2.78,1.56,1.8,2.45,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.96,0.73,1.42,2.09,4.77,0.95,1.08,2.72,0.74,0.32,1.62,2.85,0.88,2.55,2.59,2.95,1.28,0.47,0.44,2.49,0.36,1.66,0.23,1.88,2.48,2.84,0.63,0.74,1.66,1.99,0.99,0.59,0.89,1.39,1.45,1.01,0.68,0.77,3.35,2.85,0.79,1.24,1.87,1.72,0.71,2.17,2.74,0.13,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.51,1.6,3.39,1.41,3.59,1.83,0.68,1.99,1.51,0.89,1.55,1.53,0.69,1,0.32,1.79,1.57,0,1.23,0.13,1.11,1.84,1.61,0.43,0.43,3.35,0.52,1.56,2.93,3.06,1.64,0.75,0.34,1.19,1.15,3.53,0.53,0.74,0.41,3.7,2.44,0.41,2.25,1.31,0.39,1.57,0.76,1.75,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.31,1.11,0.92,0.77,1.29,1.77,3.08,3.29,3.31,1.19,2.92,1.06,3.07,2.25,2.84,1.98,1.56,1.17,2.63,3.06,2.25,1.3,2.38,2.35,1.45,2.87,0.28,2.62,1.56,0.98,0.69,0.87,1.68,0.83,0.8,1.65,1.27,1.6,1.81,3.29,1.15,2.22,0.39,0.5,0.81,0.11,1.25,2.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.13,1.91,1,1.83,1.84,1.06,1.8,0.5,1.54,1.22,1.42,1.45,3.66,2.09,1.75,0.46,1.69,1.11,2.68,2.88,4.31,1.54,0.55,0.94,0.93,2.24,2.01,0.78,2.07,1.9,2.33,1.32,0.98,1.65,2.04,0.38,3.08,2.51,2.26,2.64,1.29,1.65,2.73,1.77,0.79,0.71,2.57,2.41,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.25,1.26,1.65,2.75,1.7,2.56,0.48,1.38,1.41,0.27,0.83,0.54,1.53,0.95,2.58,2.66,2.71,0.7,0.63,1.78,0.24,2.9,1.68,2.15,3.08,2.55,0.45,1.24,0.22,0.94,0.35,2.44,1.54,1.88,2.68,2.32,2.41,0.98,1.89,2.66,1.16,2.33,1.76,1.76,2.12,2.23,4.46,1.72,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.89,0.94,1.4,3.55,0.69,3.25,3.52,3.41,3.26,0.86,4.6,1.9,2.76,1.8,2.47,2.91,2.46,1.79,3.88,4.27,2.36,2.96,1.66,0.55,6.83,2.11,1.42,1.82,3.58,2.53,3.09,0.89,2.44,0.98,3.75,2.61,1.33,2.04,4.61,1.09,0.6,3.48,3.09,0.33,2.39,2.04,3.87,3.32,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,7.47,1.46,0.96,2.82,3.26,4.21,1.1,2.32,1.14,1.26,1.68,2.77,3.49,1.89,2.15,2.68,2.24,0.75,1.97,2.97,3.22,1.05,1.98,1.26,0.91,1.56,1.14,3.7,0.29,4.35,1.47,1.69,2.16,2.55,5.06,0.44,5.01,1.06,2.57,3,3.51,2.81,4.53,0.74,4.76,2.15,2.05,0.9,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.69,1.12,0.71,0.89,1.68,1.21,6.02,1.21,2.24,1.27,2.46,2.18,2.55,2.92,1.77,4.02,1.15,0.46,4.35,2.62,1.78,2.24,1.65,4.68,2.68,2.56,2.64,2.91,0.64,0.58,1.55,1.29,2.9,2.23,2.21,1.05,1.61,0.75,3.11,2.82,2.4,1.12,1.81,1.63,1.26,3.82,3,0.04,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.03,3,2.12,0.79,2.26,4.01,1.42,0.47,0.85,1.14,0.37,4.44,3.62,3.04,2.93,1.75,2.73,2.83,0.77,0.73,3.87,2.37,1.23,2.27,1.77,1.85,2.31,3.67,1.53,2.19,3.71,1.82,2.77,2.27,1.27,0.19,1.57,3.89,0.38,0.93,2.53,2.32,2.3,2.93,1.06,1.56,2.19,1.59,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,1.89,1.44,2.22,2.13,3.02,1.62,1.89,1.78,0.45,1.57,1.24,1.5,2.43,2.06,3.33,2.68,2.1,3.32,3.45,2,1.75,1.34,1.08,3.44,2.42,1.54,2.1,2.92,6.26,2.23,2.63,1.32,3.16,0.58,3.55,1.28,1.2,1.8,4.31,3.23,3.04,1.4,3.42,1.28,1.05,1.58,1.37,1.41,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,2.22,0.48,5.55,3.4,2.67,1.45,2.41,4.18,2.03,1.04,1.8,2.51,2.04,1.54,0.53,2.4,2.34,3.87,2.17,1.24,0.45,0.46,3.67,1.72,1.6,2.82,2.4,1.12,1.77,1.25,1.79,1.27,0.83,2.51,2.09,2.78,1.75,1.24,1.43,1.58,1.87,0.7,2.22,1.62,2.12,1.89,2.56,3.41,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
