MANSFIELD BERRY HILL,,,,,,,,,,,,
Grid ref,SK549595,Long,-1.180951,Lat,53.129845,,,,,,,
Station no,RR7210,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.10,1.40,1.20,,
February,,,,,,,,2.39,2.21,0.72,,
March,,,,,,,,1.63,3.53,5.51,,
April,,,,,,,,2.02,2.63,1.58,,
May,,,,,,,,3.96,2.70,1.66,,
June,,,,,,,,3.71,2.63,3.40,,
July,,,,,,,,2.81,2.72,4.51,,
August,,,,,,,,2.29,3.30,3.30,,
September,,,,,,,,0.61,2.12,3.06,,
October,,,,,,,,5.74,1.00,4.17,,
November,,,,,,,,2.63,1.63,0.59,,
December,,,,,,,,3.31,2.39,5.92,,
Total,,,,,,,,32.20,28.26,35.62,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.20,28.26,35.62,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
