CONINGTON-CONINGTON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL318664,Long,-0.069444,Lat,52.279951,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,0.8,0.76,2.02,1.51,1.25,3.15,0.97,1.29,0.88,1.4,1.52,3.92,2.68,1.28,3.39,1.14,1.71,2.49,4.32,1.99,2.14,2.53,1.62,2.91,1.15,2.76,,3.52,1.42,2.06,1.67,0.87,1.2,0.94,1.58,3,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.82,1.15,0.71,2.84,1.24,2.01,0.95,1.11,0.34,2.27,0.8,1.93,0.68,1.34,2.36,4.14,0.64,1.06,3.59,0.53,0.51,1.86,3.3,1.05,2.51,2.41,,1.14,0.7,0.6,2.32,0.27,1.36,0.49,1.87,1.65,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.4,1.03,2.3,1.43,2.25,1.89,0.9,2.02,3.5,0.81,1.53,2.38,2.56,3.4,1.52,4.52,1.82,0.65,2.87,1.41,0.91,1.57,2.5,0.57,0.92,0.4,,1.1,0.09,1.4,0.14,1.27,2.41,1.27,0.56,0.72,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,2.36,0.98,1.45,0.82,1.45,0.67,2.6,2.65,1.59,2.18,0.95,0.18,1.98,0.62,0.94,1.32,1.55,2.96,2.53,3.14,1.33,3.35,1.21,4.13,1.46,5.21,,0.84,1.29,1.86,2.74,2.99,0.7,1.47,3.13,1.26,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.84,2.96,2.63,1.65,1.63,1.5,3.21,1.81,1.59,3.15,0.96,2.43,2.15,1,1.96,2.21,1.31,1.63,0.29,1.47,0.74,2.01,1.19,6.16,2.9,2.76,,2.35,1.13,3.25,2.2,3.9,1.58,0.55,0.37,0.76,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.55,2.31,4.05,0.62,3.05,2.89,1.61,1.07,4.83,1.71,2.72,3.5,1.37,3.09,1.18,2.07,3.53,0.29,0.93,1.34,0.56,1.28,0.72,2.1,0.27,3.08,,2.78,1.06,0.4,0.83,0.54,3.53,1.35,1.7,3.14,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,1.22,1.18,3.5,1.81,0.76,0.57,2.1,2.84,3.14,2.57,0.22,2.94,1.68,2.22,5.11,1.53,2.91,2.61,2.91,2.76,0.48,4.71,3.18,3.88,1.79,2.94,2.66,1.77,2.13,3.43,3.02,2.11,1.05,2.05,0.59,5.74,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.47,3,3.15,2.17,2.47,1.35,1.7,2.42,1.96,2.12,1,7.87,1.2,1.5,2.75,2.76,4.91,0.89,2.45,0.77,1.09,1.9,2.55,2.05,3.19,1.05,2.28,1.36,0.57,1.83,3.17,2.49,0.93,1.7,1.16,1.06,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.21,0.99,2.29,1.73,2.17,0.68,0.9,1.91,2.44,1.05,1.46,1.81,2.67,0.9,1.37,1.38,2.38,5.95,1.62,1.6,1.44,2.98,2.7,2.18,2.98,3.07,3.93,0.72,0.34,3.47,2.26,1.49,2.19,2.07,4.04,2.01,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.43,1.78,5.51,1.14,1.4,3.59,3.28,1.21,4.19,2.56,2.03,2.38,3.19,2.93,1.19,1.6,3.92,1.39,0.84,0.42,1.19,0.52,4.57,4.01,3.72,2.66,1.71,2.66,2.9,1.06,0.45,3.22,1.53,1.29,2.35,1.62,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
