STANLEY PERTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 112329,Long,-3.442531,Lat,56.480266,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,0.5,4.49,0.9,3.14,2.08,3.33,2.62,4.25,2.85,3.22,2.96,2,2.94,2.8,1.68,1.48,5.16,3.3,5.35,6.73,5.74,4.77,0.5,2.2,1.5,1.5,3.05,2.3,2.15,5.02,3.65,3.27,1.92,3.65,3.83,4.45,
February,,,,4.5,1.66,2.37,1.92,3.85,3.5,2.54,2.45,2.38,2.64,1.26,4.3,1.18,1.92,0.63,6,1.37,3.9,1.13,2.45,1.6,0.7,0.9,4.3,0.8,0.9,2.2,2.2,2.6,1.4,1.36,2.85,1.95,3.08,2.05,2.58,
March,,,,2,1.93,2,4.32,0.97,3.34,3.35,0.36,2.07,3.23,1.8,1.65,1.65,1.77,0.95,2.75,0.62,0.68,4.45,0.57,1.25,1.23,2.3,0.22,3.75,1.1,0.6,2.5,2.97,2.5,1.3,2.1,0.99,2.76,2.15,2.45,
April,,,,2.61,0.56,0.5,1.49,2.39,1.1,0.99,0.18,1.13,0,3.63,0.7,1.28,3.5,1.53,2.22,1.31,3.2,1.85,0.22,0.98,0.4,0.82,2.25,2.25,1.32,2.8,0.38,0.2,2.21,2.11,0.77,0.42,1.06,2.8,3.15,
May,,,,1.44,1.55,3.4,0.6,1.86,3.25,1.55,2.94,2.03,2,3.63,0.7,1.28,3.2,4.45,1.17,2.25,2.25,0.15,1.33,0.75,3.5,1.1,3.02,1.85,2.43,0.22,1.35,2.2,3.53,1.65,1.71,2.31,0.53,3.23,2.45,
June,,,,3.8,3.96,0.88,2.63,2.36,5.82,1.81,2.2,2.1,1.95,2,3.1,3.26,4.2,2.71,5.98,0.88,1.3,2.37,3,5.16,2.27,1.3,2.48,2.4,1.6,2.32,6.37,1.7,3.51,2.95,2.1,0.32,1.1,1.3,1.1,
July,,,,1.91,2.21,1.83,3.53,4.6,3.37,3.41,4.1,4.03,2.9,4.22,3.1,3.18,5.8,2.74,2.7,3.04,1.62,2.73,2.5,4.51,3.6,2.75,1.37,0.97,6.15,3.45,3.13,4.48,2.5,0.55,2.31,4.95,3.46,5.12,0.55,
August,,,,0.82,1.9,2.51,1.68,2.86,3.2,2,1.96,5.67,2.4,3.7,2.63,2.33,4.15,2.02,2.41,2.3,2.74,2.7,4,5.05,2.27,3.82,4.6,1.75,3.1,1.44,2.5,5.42,3.15,4.57,0.56,3.67,3.6,2.1,4.8,
September,,,,3.67,3.3,4.84,4.57,1.42,2.63,6.87,1.68,3.83,2.77,0.94,3.14,2.73,3,0.88,1.2,1.05,2.06,1.31,1,1.1,1.1,0.41,5.53,3.55,2.4,3.1,0.66,4.5,1.35,2.92,3.71,0.58,3.97,1.56,3.65,
October,,,,2.61,1.85,2.38,3.63,2.61,2.5,3.52,2.75,5.07,2.18,3.46,1.1,5.63,6.03,6.35,3.26,1.85,1.2,1.77,3.5,5.4,3.75,3.18,2.05,1.45,3.1,3.08,1.5,2.61,3.9,2.45,3.23,4.6,2.27,2.55,2.18,
November,,,,2.98,3.51,3.6,3.76,2.04,3.02,3.71,2.97,2.3,3.88,2.9,4.6,4.02,2.2,3.79,3.68,3.05,4.55,0.75,4.5,2.28,3.66,1.02,0.75,2.07,2.03,2.15,3.4,4.1,1.45,1.87,3.05,2.6,1.79,0.31,1.9,
December,,,,3.31,2.18,1.33,3.03,2.73,2.5,4.11,0.5,2.97,3.68,0.75,1.3,3.2,0.37,4.68,3.78,3.25,2.65,1.84,8.02,0.7,2.33,2.04,2.98,2.12,3.2,3.16,4.82,1.65,3.55,2.37,2.94,3.15,3.51,0.93,5.77,
Total,,,,30.15,29.1,26.54,34.3,29.77,37.56,36.48,26.34,36.43,30.85,31.25,28.32,32.68,38.94,32.41,36.63,26.13,29.45,26.4,37.82,34.52,29.58,20.14,31.75,24.46,28.83,27.57,31.11,34.58,34.07,27.75,28.6,27.46,30.78,27.93,35.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location only based on village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
