"BURNHAM",,,,,,,,,,,,
Grid ref,ST306494,Long,-2.995524,Lat,51.239540,,,,,,,
Station no,2023,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.80,2.66,0.44,1.84,3.80,2.74,2.88,1.46,3.07,3.13,,
February,3.04,0.72,1.53,2.75,2.18,0.26,3.33,2.87,0.23,2.10,,
March,3.58,2.83,0.72,3.13,1.09,0.63,2.10,0.86,3.21,1.50,,
April,2.99,1.81,2.96,0.44,1.45,1.34,0.06,0.56,2.35,2.33,,
May,2.75,3.63,1.33,1.48,3.44,0.75,1.01,2.35,1.31,1.20,,
June,0.65,2.41,2.69,2.95,2.89,1.35,1.92,4.04,1.05,1.69,,
July,1.82,0.61,4.24,3.07,0.55,2.34,2.66,2.83,2.49,5.87,,
August,4.04,5.33,2.96,2.09,0.60,3.65,2.41,4.70,1.81,3.70,,
September,2.91,3.16,3.42,3.92,2.81,3.58,3.38,4.60,0.14,3.72,,
October,0.74,3.98,2.62,3.12,1.53,1.96,2.68,2.68,2.99,9.19,,
November,6.39,4.89,1.99,5.32,3.47,0.56,2.06,3.05,5.13,2.90,,
December,2.08,2.60,0.93,2.68,4.21,3.37,1.90,4.69,4.98,3.49,,
Total,33.79,34.63,25.83,32.79,28.02,22.53,26.39,34.69,28.76,40.82,,
Calc annual,33.79,34.63,25.83,32.79,28.02,22.53,26.39,34.69,28.76,40.82,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
