BURNHAM-ON-SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST306494,Long,-2.995524,Lat,51.23954,Elevation,24,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,5.03,0.86,2.9,1.71,0.8,3.06,,,3.42,3.31,1.55,4.45,2.69,3.61,3.33,4.27,1.36,3.54,2.04,2.55,1.63,2.12,0.71,3.13,5,3.21,4.81,2.49,3.35,3.68,5.03,2.19,2.51,1.53,2.28,4.87,0.6,0.54,2.8,2.66,0.44,1.84,3.8,2.74,2.88,1.46,3.07,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.81,2.13,3.11,4.85,1.07,1.31,,0.88,0.26,2.9,6.73,0.17,3.49,2.62,2.39,2.69,1.4,0.65,2.33,0.1,3.81,0.35,2.56,2.32,4.09,0.87,1.28,1.78,2.14,0.2,1.23,0.95,1.98,1.92,1.5,0.68,1.68,4.68,3.04,0.72,1.53,2.75,2.18,0.26,3.33,2.87,0.23,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.67,4.59,1.2,3.89,2.97,1.02,,2.47,2.01,2.17,1.17,0.88,0.26,0.82,3.13,2.51,0.12,2.64,0.98,1.74,2.24,2.34,0.98,3.01,3.56,0.2,1.08,1.9,2.47,1.61,0.91,0.26,0.55,0.75,4.52,0.87,1.24,0.64,3.58,2.83,0.72,3.13,1.09,0.63,2.1,0.86,3.21,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.01,1.48,1.1,1.41,1.51,2.35,,,0.68,2.58,2.18,2.36,2.42,2.74,1.56,1.59,0.55,3.01,2.52,3.03,1.76,2.68,4.24,2.47,2.88,0.13,2.95,2.13,1.64,0.65,0.67,1.86,0.66,2.36,1.52,1.7,1.26,2.08,2.99,1.81,2.96,0.44,1.45,1.34,0.06,0.56,2.35,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.84,1.19,2.04,2.68,1.97,0.75,,1.8,2.3,1.06,1.42,3.07,3.37,1.53,1.57,0.51,2.09,1.79,3.85,3.36,1.83,1.01,2.37,0.94,2.23,1.63,1.04,2.16,1.44,4.1,1.51,2.12,4.83,4.62,3.02,2.79,2.41,1.94,2.75,3.63,1.33,1.48,3.44,0.75,1.01,2.35,1.31,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.12,1.71,1.97,2.01,4.03,1.06,,3.26,0.3,1.02,0.54,2.65,0.02,1.82,2.19,2.44,2.53,0.43,3.21,0.63,1.62,0.76,2.06,2.7,0.72,0.88,1.63,0.78,1.66,0.64,1.28,1.96,2.17,2.84,1.93,1.41,0.28,1.71,0.65,2.41,2.69,2.95,2.89,1.35,1.92,4.04,1.05,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.59,3.83,3.26,0.81,2.94,4.99,,4.46,0.42,2.75,1.2,4,3.2,2.14,4.09,2.64,1.33,1.78,4.08,2.63,1.15,0.79,0.25,5.69,4.71,2.81,3.58,4.45,1.78,1.51,2.63,1.83,2.3,2.16,1.56,1.61,0.96,3.9,1.82,0.61,4.24,3.07,0.55,2.34,2.66,2.83,2.49,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.21,4.16,2.24,3.8,5.91,2.73,,1.5,1.83,4.03,2.37,4.32,8.46,2.8,4.52,2.45,3.85,4.03,4.37,1.35,1.21,3.15,1.68,0.47,0.63,3.84,3.05,0.1,4.19,7.25,2.78,2.68,1.93,4.55,1.24,4.21,2.77,5.78,4.04,5.33,2.96,2.09,0.6,3.65,2.41,4.7,1.81,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.56,2.02,1.28,2.4,1.98,6.89,,1.11,1.77,1.94,2.26,3.72,3.49,2.15,6.65,1.02,0.25,3.46,2.06,4.44,2.29,2.48,4.05,3.2,2.12,2.59,0.72,1.62,0.66,1.88,3.06,2.24,2.49,3.25,1.06,1.11,4.84,4.72,2.91,3.16,3.42,3.92,2.81,3.58,3.38,4.6,0.14,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.45,2.4,3.32,5.44,5.64,1.86,,2.23,1.14,0.8,3.97,5.34,2.61,4.79,2.28,5.48,5.69,3.11,0.68,5.84,3.46,3.11,4.35,2.07,3.73,4.01,2.27,3.67,1.42,2.67,2.71,3.65,2.98,0.97,0.55,3.52,5.62,1.56,0.74,3.98,2.62,3.12,1.53,1.96,2.68,2.68,2.99,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.88,2.8,2.11,2.68,1.03,2.09,,1.42,2.42,1.54,2.49,3.05,2.45,5.76,3.56,2.84,6.62,3.85,4.01,2.06,0.73,1.33,5.94,2.93,2.72,3.53,5.44,6.23,2.15,1.29,2.31,5.56,0.92,4.74,1.86,2.32,4.3,6.44,6.39,4.89,1.99,5.32,3.47,0.56,2.06,3.05,5.13,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,2.41,4.91,5.17,3.65,0.55,3.09,,,1.82,4.13,3.01,3.95,2.17,0.33,2.4,2.98,5.16,3.41,1.14,2.05,1.26,7.17,3.61,1.99,2.42,3.42,2.13,1.52,1.71,2.8,2.15,3.45,4.36,3.11,2.7,4.04,1.82,2.01,2.08,2.6,0.93,2.68,4.21,3.37,1.9,4.69,4.98,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,26.58,32.08,29.7,35.33,30.4,31.2,,,18.37,28.23,28.89,37.96,34.63,31.11,37.67,31.42,30.95,31.7,31.27,29.78,22.99,27.29,32.8,30.92,34.81,27.12,29.98,28.83,24.61,28.28,26.27,28.75,27.68,32.8,23.74,29.13,27.78,36,33.79,34.63,25.83,32.79,28.02,22.53,26.39,34.69,28.76,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1920 Jan, APr, Dec estimated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
