"PATRICROFT (ECCLES SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SJ760974,Long,-2.363040,Lat,53.472780,,,,,,,
Station no,2831,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,3.66,1.37,3.76,2.13,4.62,2.25,2.58,2.76,4.73,,
February,,0.96,1.14,2.81,1.85,0.88,2.08,5.50,0.36,1.76,,
March,,2.12,1.72,2.21,1.94,1.20,3.30,1.67,1.31,1.02,,
April,,3.41,2.47,0.64,1.96,3.51,0.36,0.85,2.95,1.63,,
May,,1.58,1.98,2.04,2.69,0.87,0.97,4.65,2.73,1.91,,
June,,2.29,1.45,2.72,2.68,1.86,1.45,5.15,2.70,1.51,,
July,,2.13,4.26,4.28,0.86,6.66,5.34,4.74,2.72,4.94,,
August,,2.65,4.67,5.93,0.97,8.86,4.07,4.07,0.18,5.33,,
September,,3.27,2.85,3.94,2.23,2.53,5.54,4.53,0.21,2.90,,
October,,3.64,2.03,6.12,2.15,2.45,3.63,3.44,3.07,3.92,,
November,,2.34,3.32,5.16,1.80,1.50,1.58,1.43,3.96,5.00,,
December,,3.52,1.16,4.93,4.10,2.90,3.24,3.71,5.13,3.23,,
Total,,31.57,28.42,44.54,25.36,37.84,33.81,42.32,28.08,37.88,,
Calc annual,0.00,31.57,28.42,44.54,25.36,37.84,33.81,42.32,28.08,37.88,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
