CHIPPING-SODBURY-FRAMPTON-COTTERELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST670818,Long,-2.477153,Lat,51.534133,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.74,4.05,2.42,4.37,1.76,0.99,0.9,3.54,3.85,1.14,2.04,2.95,3.46,0.58,1.67,0.63,4.13,3.79,1.64,1.51,3.35,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,3.52,1.54,3.3,0.44,0.82,1.13,1.27,0.49,0.01,1.6,4.41,3.39,0.1,0.51,3.03,1.5,3.21,6.32,0.78,0.75,1.54,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.17,2.45,1.22,2.76,1.86,3.69,4.42,0.9,1.89,0.7,0.57,2.43,2.3,2.95,3.68,0.58,0.7,1.29,1.98,1.71,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.77,1.7,2.14,2.8,1.9,1.8,3.73,1.71,1.04,1.06,0.15,2.72,3.01,0.98,2.98,2.18,2.72,1.27,3.43,1.35,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.4,1.8,2.74,3.9,1.69,1.55,1.81,2.1,3.54,1.17,1.34,2.04,0.36,0.2,1.73,2.93,1.78,2.41,0.81,1.81,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.47,2.83,3.78,1.66,1.46,1.7,2.98,0.67,2.33,1.27,2,1.61,2.58,0.7,1.48,3.4,1.77,1.58,2.14,1.61,3.05,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,4.94,4.56,3.44,0.91,3.33,1.03,5.23,3.15,3.78,3.72,3.35,3.17,3.07,4.04,1.11,1.65,0.78,0.46,0.74,2.39,0.66,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,3.47,1.71,2.52,2.31,2.06,1.43,2.12,2.67,1.92,7.06,3.5,1.98,2.74,3.58,2.23,5.34,2.98,1.94,2.62,2.83,3.71,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.38,4.47,1.78,3.76,2.8,2.67,1.54,2.01,1.08,2.09,2.97,1.72,3.16,1.13,6.78,4.05,1.22,3.01,0.59,2.23,1.65,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,6.98,2.76,1.06,3.22,3.97,2.3,0.83,2.44,0.93,8.04,3.06,5.18,3.76,3.03,4.19,1.29,5.11,2.98,3.63,1.5,1.92,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
