BALLINROBE CREAGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IM1760866153,Long,-9.246574,Lat,53.638863,Elevation,111,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,5.29,4.62,3.29,1.23,3.45,9.95,8.58,5.36,,,,,,,,,,,,,,,,,,,,,6.57,2.6,6.8,8.55,,,,,,,,,,,,,5.66,4.07,6.57,6.64,8.6,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.68,4.95,4.48,4.51,3.96,6.46,5.29,5.3,,,,,,,,,,,,,,,,,,,,,4.7,3.77,4.05,2.73,,,,,,,,,,,,,7.48,7.78,1.3,5.66,5.81,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,3.16,4.74,3.61,3.71,5.46,1.81,6.87,3.35,,,,,,,,,,,,,,,,,,,,,3.55,4.15,5.3,3.22,,,,,,,,,,,,,3.04,3.34,1.82,1.14,1.95,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,3.2,2.52,4.63,2.54,3.69,3.3,1.48,3.27,,,,,,,,,,,,,,,,,,,,,2.45,3.9,3.7,5.55,,,,,,,,,,,,,3.4,3.75,3.94,4.54,2.48,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,4.03,2.14,1.46,2.26,4.13,3.35,3.73,2.62,,,,,,,,,,,,,,,,,,,,,3.89,5.7,4.16,3.1,,,,,,,,,,,,,2.66,1.18,6,5.26,3.86,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,6.63,7.02,3.56,4.93,3.76,1.64,1.1,1.04,,,,,,,,,,,,,,,,,,,,,3.35,4.66,2.45,1.04,,,,,,,,,,,,,1.31,1.84,3.7,0.37,4,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.37,3.32,3.13,2.03,5.23,6.57,4.45,3.02,,,,,,,,,,,,,,,,,,,,,4.36,2.9,2.06,2.36,,,,,,,,,,,,,4.84,2.66,4.32,4,1.64,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.82,5.94,1.22,4.77,3.75,4.33,3.2,3.34,,,,,,,,,,,,,,,,,,,,,4.87,3.96,4.52,1.48,,,,,,,,,,,,,4.29,6.95,4.95,6.23,3.59,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,4.1,4.97,2.91,3.74,2.81,4.78,5.62,7.5,,,,,,,,,,,,,,,,,,,,,1.15,3.83,11.22,3.27,,,,,,,,,,,,,4.15,5.73,7.78,2.93,3.06,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,4.04,1.9,0.39,2.88,6.69,4.67,3.86,6.02,,,,,,,,,,,,,,,,,,,,,5.32,4.73,1.93,10.54,,,,,,,,,,,,,2.76,6.45,5.44,3.95,4.47,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
