SUTTON COLDHARBOUR,,,,,,,,,,,,
Grid ref,SU983146,Long,-0.602821,Lat,50.922494,,,,,,,
Station no,RR7850,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.30,7.34,1.51,1.92,1.37,,
February,,,,,,0.61,3.42,1.28,1.88,0.29,,
March,,,,,,5.62,1.25,0.85,3.14,4.73,,
April,,,,,,2.10,1.03,4.51,2.02,1.50,,
May,,,,,,0.55,2.02,2.65,2.16,1.60,,
June,,,,,,2.67,1.37,3.20,1.50,3.15,,
July,,,,,,0.38,1.02,1.56,3.50,3.03,,
August,,,,,,3.08,0.82,2.00,5.06,2.52,,
September,,,,,,2.00,2.24,0.81,2.09,3.88,,
October,,,,,,1.80,3.99,6.96,2.15,10.57,,
November,,,,,0.86,5.54,5.17,3.07,1.36,1.32,,
December,,,,,3.42,1.31,1.30,4.12,4.17,4.18,,
Total,,,,,,26.96,30.97,32.52,30.95,38.14,,
Calc annual,0.00,0.00,0.00,0.00,4.28,26.96,30.97,32.52,30.95,38.14,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
