SHALBOURNE (WEST COURT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU313626,Long,-1.5518336,Lat,51.361611,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,1.71,3.69,3.2,3.19,4.93,3.63,0.93,1,3.5,2.04,1.04,2.23,2.68,3.73,0.79,2.62,0.61,4.79,3.71,1.67,1.03,3.32,5.27,0.73,5.52,0.58,1.98,0.88,2.66,1.4,,,,,,,,
February,,,2.3,5.92,1.96,3.95,0.89,0.81,1.54,2.68,0.73,0,1.37,4.54,1.9,0.21,0.46,2.69,1.96,3.35,5.93,1.78,1.52,1.75,4.4,0.79,2.94,1.6,1.38,0.62,4.02,1.95,,,,,,,,
March,,,1.35,1,2.93,1.63,2.06,1.99,4.14,2.69,1.42,2.28,0.93,0.34,1.75,2.39,3.67,4.88,0.76,0.59,1.3,2.29,2.31,4.56,1.73,5.26,1.65,1.18,3.8,4.46,1.06,1.66,,,,,,,,
April,,,5.52,1,1.91,2.2,2.09,1.56,2.23,2.86,1.69,0.97,0.79,0.03,2.39,2.33,0.56,2.09,2.48,3.44,1.62,2.41,1.63,3.04,1.34,2.34,1.01,3.73,3.32,1.95,2.24,1.42,,,,,,,,
May,,1.35,2.58,2.09,0.99,2.47,4.73,1.59,1.74,2.34,1.87,2.46,1.63,1.46,2.06,1.25,0.21,1.33,3.54,2.69,1.61,1.32,2.5,4.55,3.37,0.65,1.77,2.03,2.14,1.27,1.58,1.07,,,,,,,,
June,,1.96,4.35,2.5,3.56,1.55,1.14,2.06,2.22,1.02,2.17,0.94,1.71,1.06,2.12,0.91,1.94,2.02,2.07,1.2,2.21,1.88,3.78,5.44,1.08,4.24,3.38,2.3,0.67,2.97,4.85,1.96,,,,,,,,
July,,2.11,3.78,4.35,2.3,0.22,3.19,1.23,4.9,2.79,3.67,2.3,2.38,4.2,3.48,3.51,0.79,1.84,0.55,0.46,1.24,1.98,1.4,3.17,2.14,0.97,0.53,3.97,1.94,2.51,2.29,0,,,,,,,,
August,,6.56,3.2,0.96,1.37,0.9,1.43,1.62,1.74,2.41,3.24,6.85,4.1,1.26,2.64,2.63,3.06,3.41,1.05,1.51,3.24,2.3,3.84,4.01,2.98,3.38,1.21,1.78,4.15,3.19,3.26,2.06,,,,,,,,
September,,1.5,3.12,4.31,1.41,4.42,2.6,2.36,2.37,1.62,1.33,1.62,2.89,1.3,2.24,1.11,5.14,3.78,1.27,2.62,0.7,2.75,1.01,2.53,1.71,1.45,0.79,0.69,2.54,3.23,0.33,1.2,,,,,,,,
October,,1.51,6.99,2.54,1.68,4.14,4.19,1.9,1.5,2.81,1.12,8.85,4.78,3.15,3.83,2.99,3.12,1.35,4.94,3.11,2.56,1.64,1.92,8.83,1.5,1.91,6.1,6.89,1.25,5.27,4.56,2.68,,,,,,,,
November,,3.83,4.32,3.98,1.91,4.56,3.64,3.6,5.67,1.43,2.71,3.65,2.58,2.68,7.07,5.36,1,1.18,3.9,3.79,3.42,0.91,4.3,2.16,1.68,4.08,4.45,3,1.26,0.54,4.48,3.96,,,,,,,,
December,,4.04,3.44,0.76,3.09,1.24,5.76,2.46,2.94,1.97,1.14,5.86,1.27,3.55,3.1,2.76,5.13,5.44,3.41,1.87,5.24,6.63,1.91,2.93,2.82,1.16,2.6,4.62,3.04,4.92,6.51,8.21,,,,,,,,
Total,,,42.66,33.1,26.31,30.47,36.65,24.81,31.92,25.62,24.59,37.82,25.47,25.8,35.26,29.18,25.87,32.63,26.54,29.42,32.78,27.56,27.15,46.29,30.02,26.96,31.95,32.37,27.47,31.81,37.84,27.57,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 Jan Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 Mar Gauge moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
