"MULL, KNOCK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5451,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,11.46,13.33,15.23,12.37,10.02,8.02,12.91,15.83,18.25,2.38,18.61,
February,12.10,4.67,15.07,7.34,4.55,6.32,7.54,7.57,6.35,3.12,0.63,
March,8.57,11.76,3.80,4.94,0.88,,7.06,6.33,9.50,1.84,6.78,
April,2.29,5.75,3.47,4.81,5.51,,4.17,7.51,7.24,3.12,2.87,
May,9.59,4.75,8.84,2.97,5.02,8.94,4.33,4.24,0.91,6.99,3.88,
June,5.16,3.22,4.87,5.34,4.77,2.68,4.73,5.81,6.37,5.11,5.63,
July,6.12,6.69,5.60,6.58,5.82,2.98,5.70,3.43,6.20,6.56,2.54,
August,4.96,4.64,6.29,10.17,7.13,5.18,7.28,3.53,6.58,9.07,10.06,
September,7.46,4.99,3.39,11.59,8.49,5.68,5.53,5.95,6.76,4.94,4.33,
October,7.15,9.62,4.81,14.92,6.45,5.90,8.03,8.07,12.77,12.44,14.55,
November,9.88,6.39,8.39,7.77,6.73,3.55,11.66,8.77,12.41,11.42,11.18,
December,10.05,11.52,11.70,12.87,15.35,7.44,9.40,1.14,12.92,18.62,11.50,
Total,94.79,87.33,91.46,101.67,80.72,71.54,88.34,78.18,106.26,85.61,92.56,
Calc annual,94.79,87.33,91.46,101.67,80.72,56.69,88.34,78.18,106.26,85.61,92.56,
Difference,0.00,0.00,0.00,0.00,0.00,14.85,0.00,0.00,0.00,0.00,0.00,
