"STREET (HINDHAYES)",,,,,,,,,,,,
Grid ref,ST485366,Long,-2.737298,Lat,51.126353,,,,,,,
Station no,2002/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.66,2.80,0.70,1.89,2.90,2.94,,1.90,2.78,2.74,,
February,3.37,0.95,1.37,2.40,1.65,0.06,,2.85,0.25,2.21,,
March,2.57,2.49,0.73,3.49,1.01,0.56,,0.81,3.40,1.42,,
April,3.24,1.70,2.65,0.26,1.10,1.85,,0.49,1.51,1.74,,
May,2.57,4.02,1.86,2.18,3.05,0.37,,2.06,1.02,1.09,,
June,1.15,2.31,2.17,2.81,3.44,1.80,,3.09,0.77,1.89,,
July,1.29,0.62,2.62,3.53,0.49,1.67,,1.56,1.32,4.49,,
August,4.73,3.84,2.54,3.80,1.02,2.95,,3.02,0.87,4.82,,
September,2.76,3.02,2.66,3.36,1.01,3.09,,4.41,0.12,3.08,,
October,0.56,3.27,2.13,1.84,1.58,1.99,,1.98,2.94,7.15,,
November,6.97,3.72,1.46,5.12,3.22,0.82,,2.93,3.73,2.92,,
December,2.28,2.80,0.60,2.85,4.21,2.82,,3.51,5.74,2.71,,
Total,34.15,31.54,21.49,33.53,24.68,20.92,,28.61,24.45,36.26,,
Calc annual,34.15,31.54,21.49,33.53,24.68,20.92,0.00,28.61,24.45,36.26,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,,
