"BENMORE ( FORESTRY SCHOOL ) ",,,,,,,,,,,,
Grid ref,NS138853,Long,-4.989391,Lat,56.024317,,,,,,,
Station no,5432/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.11,7.54,5.95,9.91,5.81,6.75,13.42,9.95,3.25,6.61,,
February,5.47,4.11,4.54,8.40,6.47,2.70,7.20,5.46,3.53,9.04,,
March,5.79,7.82,2.96,6.85,2.78,4.84,9.66,1.88,6.44,3.76,,
April,5.30,3.33,4.51,4.30,6.05,2.91,3.41,3.80,8.12,8.66,,
May,2.57,2.62,4.13,5.73,6.11,5.66,3.83,5.55,2.56,4.37,,
June,2.50,4.43,1.90,5.69,6.81,5.05,3.66,3.79,5.08,4.49,,
July,5.90,4.61,9.58,6.38,1.70,8.44,7.82,5.27,9.36,8.18,,
August,6.21,8.48,7.40,7.41,1.73,7.70,7.45,8.58,2.60,5.42,,
September,6.60,5.38,11.65,13.40,8.89,6.69,5.99,7.20,2.51,4.45,,
October,3.00,9.99,5.99,15.46,6.96,7.05,10.17,8.62,9.57,5.38,,
November,12.14,3.64,17.13,14.47,5.21,5.47,3.33,3.20,9.11,9.26,,
December,15.68,9.94,9.62,15.10,13.51,14.73,10.15,9.60,15.13,11.44,,
Total,80.27,71.89,85.36,113.10,72.03,77.99,86.09,72.90,77.26,81.06,,
Calc annual,80.27,71.89,85.36,113.10,72.03,77.99,86.09,72.90,77.26,81.06,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
