"MOYALLON HOUSE, PORTODOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ0470050700,Long,-6.388632,Lat,54.394269,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,1.97,2.91,1.3,2.04,2.14,2.12,0.87,3.01,3.66,0.86,2.26,2.47,1.46,2.78,3.88,3.32,4.6,3.33,2.4,4.72,2.66,4.98,2.91,4.46,1.41,3.73,2.03,2.57,2.02,2.41,0.69,3.89,4.3,3.57,4.16,
February,,,,,,1.61,2.13,1.3,1.72,1.51,4.32,2.68,3.44,1.03,3.2,3.74,3.03,2.03,2.97,0.8,2.02,0.94,2.71,5.99,1.37,3.89,2.21,1.54,3.42,2.31,1.33,1.79,0.16,3.01,0.14,3.08,1.54,3.61,1.04,1.95,
March,,,,,,4.2,1.91,2.81,3.57,3.04,1.73,1.08,3.57,2.65,3.34,0.52,1.19,2.73,1.42,2.44,3.1,1.95,1.61,1.73,1.17,1.33,1.2,2.46,3.37,0.32,1.95,1.49,2.1,2.05,1.7,1.3,1.7,3.57,0.89,3.29,
April,,,,,,2.39,1.71,2.6,2.85,4.08,2.38,2.09,1.68,2.92,0.95,2.16,3.05,1.58,0.63,1.15,2.84,0.95,3.73,3.61,3.1,3.3,1.68,1.17,1.14,1.07,1.35,2.3,2.19,1.21,1.98,1.49,0.39,2.18,0.17,1.55,
May,,,,,,1.89,4.22,3.51,2.14,1.28,1.84,1.71,1.37,3.82,1.39,1.16,6,3.98,2.16,1.91,2.81,2.24,1.4,1.68,4.57,5.64,1.76,1.13,1,2.33,1.87,3.32,1.94,2.57,2.24,0.48,0.98,0.9,2.49,1,
June,,,,,,2.3,1.12,4.38,2.22,1.88,3.25,1.71,4.88,3.23,1.55,2.57,1.48,2.03,1.07,1.6,2.47,0.23,2.16,1.5,3.09,0.73,2,3.54,3.23,2.17,1.54,4.64,1.34,2.09,1.34,3.58,4.11,2.05,2.74,1.63,
July,,,,,,2.2,2.22,2.22,5.51,2.59,3.31,3.45,2.69,1.52,2.41,5.49,1.6,2.1,3.6,0.34,3.54,5.67,2.77,2.82,5.2,5.81,2.7,3.48,1.38,2.58,2.91,2.63,5.02,2.08,2.01,0.48,6.12,2.86,4.78,4.65,
August,,,,,,6.17,4.25,2.51,2.45,2.04,3.89,1.43,5.68,0.91,2.68,2.62,2.46,6.26,2.4,3.17,1.81,4.03,4.34,5.76,5.62,1.72,3.66,4.08,4.78,4.83,6.57,2.46,2.93,1.45,4.36,2.08,1.96,1.86,2.48,1.48,
September,,,,,,1.68,1.13,1.21,3.94,2.13,1.28,1.72,0.63,4.36,1.24,0.88,0.88,1.71,3.79,2.34,2.59,1.13,2.43,3.9,5.79,3.29,1.53,4.99,2.43,0.96,3.27,1.96,2.76,0.49,4.02,2.55,3.43,2.73,2.59,1.91,
October,,,,,,1.2,3.41,3.52,2.63,5.56,1.17,2.12,1.82,2.84,1.6,2.95,5.34,3.88,3.19,1.73,5.81,2.69,1.17,3.53,2.92,2.83,2.23,2.74,4.48,3.33,4.11,1.51,2.38,2.19,4.3,3.07,2.02,2.89,4.88,3.44,
November,,,,,,2.68,2.52,2.28,2.66,1.21,2.27,2.78,2.64,2.79,2.52,1.91,3.67,3.46,4.12,1.74,2.75,3.08,1.13,3.57,2.89,1.7,3.75,2.75,4.18,2.79,2.86,4.61,1.39,1.17,0.76,3.22,3.32,1.15,3.56,4.03,
December,,,,,,1.78,2.54,2.5,3.16,3.26,3.25,5.16,3.38,2.66,6.21,4.52,2.06,2.17,3,6.58,3.64,2.83,3.37,3.22,3.78,2.7,0.9,1.99,2.76,5.58,3.16,2.08,4.36,1.71,4.1,1.99,3.07,2.88,3.82,,
Total,,,,,,30.07,30.07,30.14,34.89,30.72,30.81,26.8,34.79,32.39,27.95,30.78,33.23,33.39,31.13,27.68,36.7,30.34,30.15,39.71,44.22,35.6,28.6,32.78,36.63,29.68,34.65,30.82,29.14,22.04,29.36,24.01,32.53,30.98,33.01,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Dec 2.5 and total estimated therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
