DARTFORD-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ553767,Long,0.234444,Lat,51.467962,Elevation,14,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.58,2.24,0.85,1.75,1.06,0.7,1.04,1.33,1.36,3.75,3.38,2.03,3.83,2.32,2.42,2.15,4.48,1.28,1.45,1.2,1.54,2.16,0.8,1.29,1.87,1.55,0.89,1.21,2.33,3.22,0.88,1.17,1.7,1.52
February,,,,,,,,3.29,0.95,0.28,0.86,1.31,0.16,1.07,0.22,2.12,1.41,3.95,0.57,0.99,1.41,1.24,1.09,1.16,0.95,1.02,2.22,1.29,1.04,0.73,3.06,5.26,0.98,1.3,1.94,1.62,0.17,2.16,1.6,0.04,1.31
March,,,,,,,,1.74,1.83,0.01,1.4,0.13,1.01,1.55,2.13,0.41,0.98,2.91,0.28,1.2,3.32,2.74,3.27,0.29,0.1,1.31,1.17,4.45,0.67,0.69,0.67,2.2,2.43,0.44,1.43,1.06,1.22,0.76,0.99,1.34,1.21
April,,,,,,,,1.48,1.37,1.25,1.33,3.57,1.28,0.51,1.81,2.97,1.4,2.19,0.26,2.08,1.71,1.98,0.74,1.1,1.43,1.09,1.66,1.18,1.28,1.3,2.79,2.59,0.93,2.16,0.24,0.27,1.54,0.18,1.52,1.77,0.29
May,,,,,,,,0.78,2.18,0.9,4.18,2.69,3.29,2.35,0.5,1.32,0.48,2.79,1.52,1.93,1.83,2.14,2.7,1.93,0.4,2.93,3.64,0.86,2.3,1.79,1.24,2.13,1.43,1.39,2.06,4.23,0.54,1.3,1.52,1.08,1.93
June,,,,,,,,2.04,2.24,0.98,0.53,1.45,0.73,2.98,1.55,2.53,2.82,2.71,0.35,1.23,0.33,1.31,1.1,1.46,1.57,1.42,1.99,1.62,1.79,0.85,1.4,0.89,1.23,1.46,2.99,2.08,1.47,0.87,4.07,0.51,1.73
July,,,,,,,,2.32,2.05,1.88,1.49,2.34,1.55,1.83,1.35,0.68,2.26,2,0.91,1.75,4.98,1.79,2.04,1.78,1.54,3.78,1.39,3.15,0.8,0.71,2.17,2.34,0.75,3.22,2.72,0.1,4.72,3.7,1.72,1.24,2.04
August,,,,,,,,2.71,2.37,2.2,2.63,3.33,1,0.62,1.86,2.08,0.29,0.7,1.05,2.82,0.04,3.81,2.21,1.09,3.4,1.2,3.58,0.27,4.19,0.99,0.83,2.4,2.5,1.17,3.22,1.05,4.11,1.77,3.79,1.28,3.54
September,,,,,,,,3.43,0.63,0.19,2.38,1.29,1.44,2.72,1.02,2.67,2.78,1.41,1.96,1.08,1.25,0.54,1.89,1.54,3.05,0.81,2.09,1.19,1,0.67,2.31,2.27,2.86,2.53,1.69,2.73,1.98,2.44,5.08,0.08,4.11
October,,,,,,,,0.8,2.91,2.21,0.91,0.44,5.06,1.18,1.57,2.13,1.44,1.54,2.24,6.24,2.39,1.28,3.53,2.03,3.41,1.62,1.25,0.13,1.8,4.83,0.37,0.76,2.15,2.87,1.5,3.44,1.39,1.37,2.3,1.62,5.02
November,,,,,,,,2.01,1.71,4.17,3.8,2.04,0.7,0.65,1.6,4.03,3.03,1.76,2.03,3.46,6.33,2.61,2.02,1.21,3.55,0.19,2.8,0.98,1.64,2.18,4.86,2.9,3.84,1.07,3.16,0.58,0.64,2.66,1.46,2.79,3.18
December,,,,,,,,3.28,2.95,3.63,1.45,0.5,0.4,0.52,3.93,2.07,1.4,4.02,2.23,0.99,1.54,1.66,2.02,1.54,1.33,2.44,1.87,2.06,2.22,1.12,1.69,1.54,1.82,0.71,1.07,1.76,1.86,1.54,2.35,2.94,1.88
Total,,,,,,,,25.46,23.43,18.55,22.71,20.15,17.32,17.02,18.87,24.37,22.04,29.36,15.43,27.6,27.45,23.52,24.76,19.61,22.01,19.26,24.86,18.72,20.89,16.66,22.68,27.15,22.47,19.21,23.23,21.25,22.86,19.63,27.57,16.39,27.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Oct IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
