"LEICESTER TOWN HALL",,,,,,,,,,,,
Grid ref,SK587043,Long,-1.134104,Lat,52.633286,,,,,,,
Station no,RR1468,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.98,0.91,0.65,1.60,2.15,0.70,3.08,0.87,0.82,0.78,,
February,4.30,1.04,1.27,0.63,2.06,0.49,2.12,0.89,0.92,0.48,,
March,0.60,1.56,1.03,2.54,1.31,2.03,1.36,1.10,2.21,2.31,,
April,0.78,1.17,1.85,1.44,0.84,1.19,0.64,1.48,2.51,1.10,,
May,1.45,0.85,2.30,2.12,1.75,0.21,1.51,2.81,1.66,1.24,,
June,2.65,1.96,1.78,1.58,0.16,2.42,3.17,1.85,1.34,2.72,,
July,2.62,3.40,0.93,2.05,3.00,1.29,0.62,2.43,3.09,2.79,,
August,3.43,1.35,3.77,3.58,3.52,2.94,1.03,2.10,2.85,2.56,,
September,0.34,1.31,1.01,2.07,1.42,2.07,0.95,0.69,1.33,2.20,,
October,2.04,1.20,1.65,5.17,0.45,1.14,3.53,4.32,0.90,2.74,,
November,2.20,0.79,1.15,1.26,1.05,1.89,2.82,1.77,0.78,0.26,,
December,3.49,3.77,0.92,1.16,1.38,0.65,2.24,2.68,1.31,3.36,,
Total,26.88,19.31,18.31,25.20,19.09,17.02,23.07,22.99,19.72,22.54,,
Calc annual,26.88,19.31,18.31,25.20,19.09,17.02,23.07,22.99,19.72,22.54,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
