Rainfall at,MONEYDIG,
Grid ref,IC890170,Long,-6.610082,Lat,54.992724
Station no,1584544,
,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,3.11,2.15,6.18,5.21,2.43,4.11,2.75,2.74,3.38,
February,,1.48,2.62,2.78,2.90,3.20,3.14,2.54,3.00,2.65,
March,,3.19,2.05,5.41,2.25,4.41,2.69,5.02,4.42,4.28,
April,,2.77,2.83,1.81,2.53,2.30,3.26,2.76,3.12,3.59,
May,,2.54,3.93,2.73,2.27,1.50,3.32,5.31,2.54,1.80,
June,,2.95,2.26,1.57,1.46,1.68,0.90,5.13,2.13,2.13,
July,,1.95,2.27,4.15,4.26,1.70,1.92,3.21,2.90,3.53,
August,,3.96,2.90,5.05,5.88,5.13,5.15,3.91,2.74,2.30,
September,,4.06,4.22,4.53,3.25,1.80,1.46,1.09,4.22,2.71,
October,,4.18,2.70,7.23,1.67,2.89,3.43,3.41,2.14,4.30,
November,,3.98,4.14,3.43,4.51,3.86,3.62,2.77,3.41,1.85,
December,,4.20,4.07,2.63,2.58,2.65,4.43,3.65,3.72,3.68,
Total,,38.37,36.14,47.50,38.77,33.55,37.43,41.55,37.08,36.20,
Calc annual,0.00,38.37,36.14,47.50,38.77,33.55,37.43,41.55,37.08,36.20,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
