FARNHAM-GREAT-DOWN-SEALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU903482,Long,-0.70681,Lat,51.22621,Elevation,470,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,,3.11,1.8,0.59,1.84,3.44,2.1,0.58,2.78,0.61,2.66,2.69,1.14,0.58,2.23,3.64,0.79,3.99,0.96,2,0.9,2.4,1.2,3.43,3.97,0.76,5.17,1.07,1.31,3.48,
February,,,,,,,,,,,0.67,0,1.24,3.55,1.86,0.16,0.34,3.56,1.22,2.7,4.93,1.62,0.96,1.25,3.3,0.63,2.11,1.19,1,0.51,3.03,1.3,2.25,0.83,3.69,4.22,4.79,1.17,1.12,
March,,,,,,,,,,,1.65,1.95,1.04,0.61,1.17,1.77,2.5,3.45,1.29,0.71,0.87,1.52,1.58,2.86,1.26,3.91,1.19,0.76,2.94,3.92,1.07,1.76,2.93,2.8,4.02,0.75,4.25,1.96,0.82,
April,,,,,,,,,,,2.41,0.83,0.95,0.09,1.96,1.39,0.43,1.25,1.18,2.21,0.61,1.55,0.95,2.16,1.27,1.14,0.31,3.94,3.16,2.01,2,1.45,0,2.9,1.29,0.96,0.8,1.82,,
May,,,,,,,,,,,1.51,2.46,0.65,0.59,1.97,0.23,0.44,1.11,3.28,1.15,1.07,0.46,1.96,2.89,3.13,1.06,1.78,1.79,1.65,1.9,2.19,1.75,1.96,1.95,1.13,3.31,1.79,2.23,,
June,,,,,,,,,,,2.35,0.88,2.13,1.07,2.26,0.39,3.1,2.27,1.48,1.47,1.95,1.33,3.28,4.51,0.67,5.39,2.06,1.62,1.14,3.36,3.31,1.88,3.42,1.04,0.65,0.94,2.15,2.76,,
July,,,,,,,,,,,3.03,2.94,2.3,2.26,4.23,4.52,1.06,1.38,0.35,1.36,0.83,1.47,0.71,3.67,1.44,0.52,0.43,1.5,1.79,2.46,2.28,0.71,1.82,1.4,2.29,4.34,1.09,4.56,,
August,,,,,,,,,,,2.83,4.27,3.78,0.96,2.38,1.95,1.97,3.95,1.56,0.67,2.35,1.52,3.59,3.3,2.01,3.12,0.78,2.73,3.7,1.45,3.88,1.58,4.06,1.23,1.68,1.53,3.28,5.57,,
September,,,,,,,,,,,0.88,1.28,2.69,1.32,2.16,0.47,6,1.61,1.35,2.41,0.43,1.23,0.88,2.73,1.24,1.93,1.4,0.46,1.22,2.83,0.39,0.97,3.02,2.43,0.9,2.03,2.1,2.12,,
October,,,,,,,,,,,1.22,6.44,4.47,4.74,3.54,2.54,2.91,0.58,3.82,3.06,1.25,2.31,1.64,8.06,1.75,1.75,4.65,4.99,2.81,5.02,3.7,3.02,3.61,4.45,1.8,3.15,4.91,4.09,,
November,,,,,,,,,,0.95,1.83,3.08,2.8,2.06,4.28,3.51,1.72,1.12,3.44,4.94,1.87,0.38,2.74,2.06,1.64,3.07,4.57,2.56,0.89,0.51,3.5,4.12,1.85,2.55,3.1,2.44,4.56,1.1,,
December,,,,,,,,,,1.49,0.75,3.49,1.36,2.36,2.15,2.58,3.96,2.98,2.6,1.57,2.6,3.66,1.36,2.51,3.08,0.69,2.14,3.51,2.44,3.48,4.97,6.85,3.37,1.82,8.17,5.81,3.01,1.53,,
Total,,,,,,,,,,,22.24,29.42,24,21.45,31.4,21.61,25.01,26.04,22.18,24.91,21.45,18.19,20.23,38.23,24.43,24,25.41,26.01,24.74,28.35,32.72,26.59,31.72,27.37,29.48,34.65,33.8,30.22,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Gauge is centre of large vegetable garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
