"WATERFOOT (CRAGG RESERVOIR)",,,,,,,,,,,,
Grid ref,SD846197,Long,-2.234586,Lat,53.673541,,,,,,,
Station no,2910,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.39,,,5.11,4.17,,7.11,6.25,4.43,8.71,,
February,4.78,,,2.82,4.11,,5.27,10.17,0.94,7.57,,
March,6.79,,,3.12,2.67,,6.19,3.46,3.59,1.94,,
April,3.39,,,0.93,3.38,,0.80,2.13,4.33,3.59,,
May,2.35,,,3.75,4.90,,2.61,6.89,2.23,2.71,,
June,1.49,,,4.54,4.91,,2.58,6.01,5.11,1.63,,
July,4.04,,7.14,6.86,1.62,,7.17,5.17,4.71,9.34,,
August,6.55,,6.04,8.89,1.43,,7.84,4.30,0.93,6.66,,
September,4.67,,5.32,6.19,4.19,,7.95,7.38,0.52,4.36,,
October,1.11,,3.10,11.80,2.90,,8.76,6.15,6.56,7.09,,
November,11.14,,6.78,8.82,3.47,,2.54,2.70,6.59,9.91,,
December,10.95,,2.59,8.87,7.01,,5.89,5.63,11.35,6.01,,
Total,63.65,,,71.70,44.76,,64.71,66.24,51.29,69.52,,
Calc annual,63.65,0.00,30.97,71.70,44.76,0.00,64.71,66.24,51.29,69.52,,
Difference,-0.00,NaN,NaN,0.00,-0.00,NaN,-0.00,-0.00,0.00,-0.00,,
