HUCKNALL (WATNALL ROAD),,,,,,,,,,,,
Grid ref,SK529485,Long,-1.212645,Lat,53.031177,,,,,,,
Station no,2614/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,,,,,,,,,,,
February,3.26,,,,,,,,,,,
March,3.58,,,,,,,,,,,
April,1.83,,,,,,,,,,,
May,3.19,,,,,,,,,,,
June,1.46,,,,,,,,,,,
July,0.88,,,,,,,,,,,
August,5.43,,,,,,,,,,,
September,1.73,,,,,,,,,,,
October,0.89,,,,,,,,,,,
November,6.03,,,,,,,,,,,
December,1.77,,,,,,,,,,,
Total,32.13,,,,,,,,,,,
Calc annual,32.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
