CORK BLACKROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IW7236571984,Long,-8.4022343,Lat,51.899674,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,3.78,6.46,1.38,6.65,9.76,5.18,4.9,9.83,7.22,3.04,8.02,2.73,7.75,2.48,9.09,1.85,1.52,4.27,9.72,6.85,4.99,3.64,4.57,5.15,3.4,6.13,,,,,,,,,
February,,,,,,2.13,3.13,1.32,1,3.61,5.14,6.52,7.36,2.99,7.25,1.93,4.85,1.57,3.06,5.2,5.22,5.95,5.29,9.1,9.44,7.35,4.02,1.32,0.27,2.71,2.56,,,,,,,,,
March,,,,,,2.88,4.1,5.11,2.82,3.45,2.36,3.78,5.11,3.5,1.48,2.41,3.63,2.94,1.03,1.33,3.58,5.67,2.19,2.24,5.13,3.5,6.58,1.96,3.06,1.64,4.51,,,,,,,,,
April,,,,,,1.22,2.89,4.17,1.54,2.46,1.08,4.29,1.24,1.9,2.25,1.49,3.27,6.46,4.97,4.03,3.1,1.79,5.51,2.92,1.93,4.93,2.5,0.93,1.88,3.45,1.33,,,,,,,,,
May,,,,,,3.57,1.43,4.03,1.3,5.11,2.84,0.59,2.1,1.43,0.96,1.7,0.2,4.49,5.31,2.01,0.87,1.92,2.52,1.49,1.7,3.29,3.31,0.95,3.24,4.72,3.85,,,,,,,,,
June,,,,,,0.48,3.55,0.81,0.57,0.05,1.42,5.08,2.98,1.74,0.97,1.66,1.12,4.19,7.35,9.02,2.09,5.23,3.67,2.38,0.7,1.2,1.07,0.53,4.8,1.76,3.22,,,,,,,,,
July,,,,,,3.01,0.68,0.81,0.45,1.2,1.15,4.38,5.98,3.98,1.92,2.05,1.49,1.49,1.35,4.58,1.84,2.01,5.24,4.26,2.64,1.32,5.14,1.45,6.31,1.54,2.4,,,,,,,,,
August,,,,,,3.78,3.3,2.7,3.16,0.5,0.35,2.85,7.64,3.72,2.99,3.24,3.08,6.21,5.11,3.1,1.16,5.4,3.49,4.63,0.73,4.46,2.77,2.12,3.62,4.85,1.92,,,,,,,,,
September,,,,,,0.56,4.71,2.85,4.44,3.85,2.75,4.61,3.44,3.5,4.04,7.35,5.67,3.98,2.64,3.54,1.96,2.57,2.24,6.17,2.07,6.3,4.03,2.52,1.19,0.99,2.24,,,,,,,,,
October,,,,,,3.44,3.29,3.24,2.76,0.45,7.73,6.57,3.26,2.85,5.15,6.58,5.74,5.59,3.24,0.64,2.72,6.35,5.35,3,1.1,2.74,5.96,2.69,3.12,3.68,1.24,,,,,,,,,
November,,,,,,6.42,4.2,1.18,4.17,2.17,4.47,5.82,8.05,3.38,4.97,4.18,6.87,5.6,2.05,0.71,5.72,7.58,5.1,5.38,3.69,3.76,2.23,2.52,7.81,2.49,5.21,,,,,,,,,
December,,,,,,7.88,4.3,1.02,9.25,6.15,3.56,5.86,11.34,0.88,6.32,2.93,8.57,3.78,2.44,1.92,3.41,6,5.31,1.48,3.64,1.78,4.38,3.27,8.41,3.95,3.64,,,,,,,,,
Total,,,,,,39.15,42.04,28.62,38.11,38.76,38.03,55.25,68.33,37.09,41.34,43.54,47.22,54.05,41.03,45.17,33.52,51.99,50.18,52.77,39.62,45.62,45.63,24.83,48.86,35.18,38.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing on record to suggest better location other than between 1/4 and 1/2 mile east of St michael's Chruch and at 33 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using these NGR for Blackrock Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
