"ROCHDALE NEAR CASTLE HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,,
January,,,1.75,0.08,9.67,5.05,5.32,5.46,0.43,4.01,,
February,,,1.02,6.40,4.50,5.94,4.37,5.20,2.38,4.28,,
March,,,4.01,1.81,3.49,5.80,6.18,1.87,3.25,5.56,,
April,,,2.76,3.64,1.77,1.55,3.72,1.64,2.77,1.05,,
May,,,2.61,1.00,1.10,3.03,0.25,1.67,2.67,0.43,,
June,,,3.62,7.47,3.26,2.37,4.94,2.47,5.70,3.64,,
July,,,2.39,4.26,6.32,2.45,7.04,3.87,5.36,5.24,,
August,,,5.73,5.18,1.60,3.30,2.73,2.21,6.92,4.92,,
September,,,1.43,3.04,3.03,6.68,4.59,3.34,1.51,6.66,,
October,,,5.95,4.03,3.08,5.07,4.80,5.79,8.20,3.04,,
November,,,4.92,8.75,2.60,5.27,10.35,5.64,3.35,3.82,,
December,,,7.13,11.07,1.99,1.46,6.82,6.14,2.88,3.11,,
Total,,,43.32,56.73,42.41,47.97,61.11,45.30,45.42,45.76,,
Calc annual,0.00,0.00,43.32,56.73,42.41,47.97,61.11,45.30,45.42,45.76,,
Difference,NaN,NaN,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,,
