"TAVISTOCK WEST STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR93,,,,,,,,,,,
,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,,
January,2.50,3.00,1.70,2.60,11.70,2.40,5.00,4.40,0.50,3.70,,
February,3.15,5.20,2.80,-999.00,3.60,6.30,2.80,7.30,5.70,3.90,,
March,2.20,4.90,5.65,4.50,1.60,5.20,7.20,1.20,2.60,3.50,,
April,4.00,3.00,2.60,5.40,1.90,1.50,3.60,2.70,2.70,2.50,,
May,3.05,1.65,3.55,1.60,2.75,4.60,0.15,1.50,4.30,2.20,,
June,4.00,3.30,3.50,7.80,3.90,3.15,3.50,3.20,5.10,5.30,,
July,3.40,3.75,2.30,0.50,3.85,2.60,4.00,3.60,3.10,9.30,,
August,6.30,3.00,8.20,1.45,5.60,2.00,1.40,3.30,3.00,3.70,,
September,7.10,2.60,1.55,5.00,3.20,6.10,6.20,4.80,2.00,6.90,,
October,2.00,7.70,6.80,6.25,2.40,9.10,5.10,4.70,5.70,6.50,,
November,6.80,5.80,8.05,6.90,2.80,7.10,10.00,4.00,10.20,6.05,,
December,5.40,9.20,7.00,9.50,3.50,1.60,3.50,5.90,5.70,7.20,,
Total,49.90,53.10,53.70,62.50,46.80,57.65,52.45,46.60,50.60,60.75,,
Calc annual,49.90,53.10,53.70,51.50,46.80,51.65,52.45,46.60,50.60,60.75,,
Difference,0.00,0.00,0.00,11.00,0.00,6.00,0.00,0.00,-0.00,0.00,,
