"MOUNT STUART",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,,
January,4.65,2.00,3.05,2.15,3.02,5.22,2.05,5.12,5.45,1.72,,
February,1.20,2.47,3.66,4.79,2.00,3.30,6.33,2.68,4.56,2.30,,
March,3.20,5.13,4.74,3.98,4.00,2.72,2.00,8.14,2.56,2.32,,
April,1.75,3.42,1.42,0.90,2.66,2.68,2.42,3.80,3.76,2.42,,
May,4.45,1.66,0.61,3.70,0.36,3.00,0.19,3.00,2.60,3.25,,
June,2.75,0.05,1.35,0.53,1.00,2.84,0.40,3.70,2.28,2.60,,
July,1.00,2.44,4.56,6.33,2.72,0.27,2.23,3.05,4.80,3.42,,
August,6.15,2.04,2.86,6.58,3.70,3.93,5.00,2.63,4.80,7.16,,
September,4.50,5.54,2.09,6.54,4.02,4.76,2.31,2.90,3.30,3.20,,
October,3.25,6.90,5.62,4.00,4.30,6.50,8.60,3.73,4.40,5.56,,
November,4.10,6.78,8.30,3.00,7.68,7.55,3.20,4.22,7.10,5.16,,
December,4.70,5.48,2.92,7.50,7.00,4.21,5.65,7.88,7.50,2.34,,
Total,41.70,43.91,41.18,50.00,42.46,46.98,40.38,50.85,53.11,41.45,,
Calc annual,41.70,43.91,41.18,50.00,42.46,46.98,40.38,50.85,53.11,41.45,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
