CROCKENHILL-WESTED-FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ517668,Long,0.178421,Lat,51.379986,Elevation,331,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,2.09,3.03,1.3,2.4,2.11,2.26,2.35,2.99,1.1,2.68,1.62,2.28,1.49,2.13,0.96,4.69,5.91,1.7,4.56,2.63,2.61,1.9,4.47,1.69,1.49,2.26,2.21,2.98,1.19,1.18,2.49,2.06,0.94,1.44,2.82,3.73,1.3,2.6,2.88,2.21
February,,0.47,1.96,3.45,0.9,3.73,2.37,4.1,1.31,0.3,1.44,1.43,0.28,1.89,0.14,3.21,1.6,4.73,0.81,1.3,2.03,1.91,0.85,1.3,0.94,1.43,2.27,1.97,1.22,1.33,4.21,5.9,0.96,1.47,2.16,2.13,0.38,3.38,2.33,0.15,2.22
March,,1.52,1.68,2.35,0.89,0.76,0.3,3.07,2.32,0.2,1.43,0.71,1.56,2.89,2.21,0.44,1.07,3.02,0.5,1.5,3.36,3.25,2.24,0.35,0.12,1.35,1.36,5.49,0.92,0.71,1.04,3.16,2.36,0.33,2.11,0.91,0.93,1.1,1.22,1.7,1.68
April,,1.32,3.44,1.71,3.69,2.16,5.34,1.84,1.51,1.18,1.42,4.27,2.29,0.5,2.23,2.81,1.74,2.36,0.46,2.28,1.7,1.31,1.18,1.13,1.34,1.15,,1.77,1.83,1.44,3.43,2.63,1.12,2.4,0.38,0.2,1.39,0.1,1.62,2.31,0.55
May,,1.5,1.14,2.56,2.81,2.45,1.56,1.36,2.05,1.21,4.06,3.22,3.04,1.9,0.53,1.38,0.28,3.07,1.76,1.93,1.92,1.68,3.26,3,0.53,2.98,,1.28,2.51,1.46,1.54,2.23,0.88,2.22,2.18,3.76,0.71,1.19,1.46,1.42,1.98
June,,0.12,1.32,0.75,2.93,0.22,2.98,2.61,2.95,1.09,0.6,1.38,1.02,0.91,1.66,2.87,3.13,3.06,0.25,1.4,0.45,2.38,0.25,1.48,1.41,1.29,,2.5,2.95,0.9,1.54,1.65,1.43,1.47,3.85,2.15,3.02,1.18,4.27,0.64,1.54
July,,0.17,2.83,2.01,3.24,4.23,2.19,2.78,2.06,1.68,2.36,2.97,2.42,2.13,1.47,0.43,3.11,1.32,1.28,2.55,3.15,1.71,2.31,1.61,1.33,3.95,,2.71,1.19,0.9,2.13,2.86,0.69,3.17,2.93,0,6.34,3.3,2.45,1.66,3.38
August,,2.2,2.23,2.67,3.06,2.52,1.79,4.01,3.48,2.02,3.16,3.7,0.76,0.49,1.77,2.69,0.5,1.28,1.61,2.68,0,3.68,2.33,1.1,3.65,1.77,,0.38,5.12,1.56,1.4,4.73,2.49,1.44,3.22,1.58,2.85,3.23,4.39,0.97,3.77
September,,1.49,2.24,1.68,3.34,2.62,1.83,4.31,0.5,0.08,3.21,1.53,1.48,2.92,1.36,3.28,2.96,1.41,1.83,1.25,1.06,0.53,2.57,1.45,3.08,1.03,,1.15,1.52,0.72,2.43,2.7,3.48,3.63,1.78,2.81,2.31,2.56,5.19,0.1,4.08
October,,0.74,1.58,4.86,3.19,3.04,2.91,1.4,4.01,3.04,1.22,1,5.2,1.68,1.56,3.08,2,1.88,2.61,7,2.87,0.6,3.4,2.25,4.44,3.78,1.82,0.25,1.74,6.54,0.2,0.94,2.67,3.81,2.06,4.46,1.46,1.44,3.15,2.28,6.21
November,,1.8,1.44,1.92,3.01,2.49,6.01,2.57,2.55,6.11,4.38,2.99,0.93,1.1,2.69,5.41,3.6,1.98,3.09,4.99,7.17,3.07,2.03,1.22,4.33,0.32,4.21,0.79,1.76,3.31,5.59,4.05,4.18,1.11,4.77,0.82,0.67,3.77,1.66,2.98,4.2
December,,1.42,3.82,2.27,3.43,2.98,0.82,3.72,3.05,5.84,1.7,0.5,0.35,0.63,5.57,3.14,3.02,4.93,2.65,1.43,1.23,1.73,2.02,1.55,1.54,2.92,2.27,2.81,4.02,1.28,1.93,2.25,2.34,0.84,1.54,1.77,3.37,2.08,3.14,5.11,2.91
Total,,14.84,26.71,27.53,32.89,29.31,30.36,34.12,28.78,23.85,27.66,25.32,21.61,18.53,23.32,29.7,27.7,34.95,18.55,32.87,27.57,24.46,24.34,20.91,24.4,23.46,,23.31,27.76,21.34,26.62,35.59,24.66,22.83,28.42,23.41,27.16,24.63,33.48,22.2,34.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Dash=zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 Apr-Sep No readings as gauge was stolen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
