"BIDDLESTON HALL,  ALWINTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT955083,Long,-2.072547,Lat,55.368673,Elevation,820,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,0.9,1.92,1.26,2.5,4.13,2.48,4.62,1.89,1.93,1.4,2.89,2.07,1.84,1.47,2.54,5.97,1.55,2.09,0.84,3.05,4.64,3.18,1.34,4.24,2.25,0.64,2.5,0.85,2.14,
February,,,,,,,,,,,2.14,2.57,2.19,2.43,2.51,1.38,1.37,1.21,2.37,2.07,1.93,0.05,3.1,3.41,4.67,2.08,0.88,2.11,1.74,1.67,6.03,2.37,2.03,2.55,3.58,1.67,1.6,2.31,2.02,2.97
March,,,,,,,,,,,2.24,4.01,2.08,2.83,2.1,2.5,4.81,2.33,6.2,3.79,2.04,4.69,1.73,1,0.96,4.06,2.76,4.76,2.8,2.46,3.01,3.53,1.57,2.36,2.14,2.01,2.47,1.96,4.91,5.75
April,,,,,,,,,,,2.52,2.28,4.3,1.73,1.86,3.12,1.97,1.29,2.95,5.59,1.04,2.31,1,0.68,0.99,1.23,1.15,1.9,3.29,4.08,2.24,1.46,2.21,1.74,1.47,3.51,0.95,3.76,3.1,3.79
May,,,,,,,,,,,1.99,2.9,2.75,2.31,2.56,4.85,3.38,2.39,1.18,1.21,2.06,2.12,2.84,1.72,3.8,0.45,1.12,0.9,1.93,3.13,1.67,2.83,2.85,1.84,2.59,1.02,5.48,3.73,2.35,
June,,,,,,,,,,4.37,1.19,2.59,4.91,1.98,0.84,0.84,1.55,0.47,2.76,0.9,2.98,0.91,3.99,1.83,2.5,1.59,2.21,3.05,1.8,1.37,4.43,1.77,2.31,1.25,1.41,0.94,2.65,4.58,0.56,
July,,,,,,,,,,6.15,6.38,4.26,2.61,5.17,4.21,1.64,4.35,3.78,4.83,3.25,1.89,3.09,1.55,4.55,2.18,5.7,3.25,2.3,1.63,1.99,2.01,3,2.28,4.23,1.91,0.87,2.2,1.91,2.72,
August,,,,,,,,,,4.01,1.54,6.79,2.88,2.15,1.12,2.36,0.97,2.03,2.93,4.49,6.27,6.02,4.62,3.03,3.41,4.19,2.33,3.6,4.01,1.55,5.4,3.32,1.74,3.3,2.88,4.17,4.77,2.56,2.01,
September,,,,,,,,,,1.31,5.13,5.23,1.34,4.87,2.13,3.31,2.4,5.47,1.12,1.97,1.74,3.93,1.99,1.93,1.37,0.47,3.79,3.38,1.12,4.93,1.13,1.29,1.49,3.2,0.97,2.91,0.6,0.42,2.35,
October,,,,,,,,,,0.68,5.31,4.4,4.71,2.85,3.57,4.52,5.76,2.57,2.13,5.55,2.43,2.14,5.55,1.08,5.33,7.65,8.12,1.79,6.53,1.96,5.81,1.59,2.43,9.61,0.64,3.82,8.42,7.2,3.71,
November,,,,,,,,,,3.22,4,4.06,3.4,1.66,2.81,2.72,5.84,4.9,6.84,0.63,4.89,2.57,1.58,4.67,1.29,3.93,1.9,3.44,3.77,3.45,5.71,4.81,1.94,2.71,3.04,5.54,4.2,2.59,1.58,
December,,,,,,,,,,1.1,3.55,3.65,4,2.02,2.46,1.72,4.1,3.57,1.5,1.55,2.93,4.75,1.35,2.16,2.64,2.1,6.13,3.36,2.77,3.78,3.88,4.17,4.64,2.34,2.43,0.73,2.83,3.49,1.32,
Total,,,,,,,,,,,36.89,44.66,36.43,32.5,30.3,31.44,41.12,31.9,36.74,32.4,33.09,34.65,31.14,27.53,31.68,39.42,35.19,32.68,32.23,33.42,45.96,33.32,26.83,39.37,25.31,27.83,38.67,35.36,28.77,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1909 Jan, May to Dec estimated and deleted - gauge moved 20 miles in May.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
