GUERNSEY-ST-PETER-PORT-MARKET-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,WV335781,Long,-2.53776,Lat,49.45464,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,,5.26,1.87,3.46,6.15,1.73,4.74,1.93,1.68,1.45,6.83,4.88,3.34,4.61,2.26,4.33,6.14,5.34,4.68,6.61,2.36,5.66,3.83,2.17,2.98,3.49,0.94,6.56,5.01,,,
February,,,,,,,,,,,5.13,1.58,2.92,1.17,5.33,5.37,6.58,1.72,1.26,5.03,1.07,0.29,2.24,6.35,1.25,3.71,2.79,1.99,3.94,1.72,1.54,3.29,0.74,3.63,0.06,5.19,3.88,6.07,,,
March,,,,,,,,,,,1.84,2.37,6.65,3.67,5.7,0.92,3.84,3.05,1.8,5.58,3.04,1.68,3.78,2.35,2.85,0.64,1.14,4.15,3.52,0.05,2.23,2.64,2.38,2.36,4,1.44,3.01,5.1,,,
April,,,,,,,,,,,1.19,2.85,0.17,2.54,1.36,2.21,0.77,1.93,1.73,2.04,3.07,1.2,3.95,2.68,3.4,2.78,4.67,2.39,2.86,2.44,3.61,1.92,2.78,1.28,2.1,3.21,1.52,,,,
May,,,,,,,,,,,2.29,0.5,0.97,2,1.38,1.79,1.05,2.44,2.39,1.31,1.73,1.7,0.87,4.29,2.75,4.69,2.84,0.78,3.02,2.54,2.09,2.46,2.58,1.43,1.48,1.76,0.7,,,,
June,,,,,,,,,,,1.98,3.17,3.75,0.65,1.09,0.88,1.17,1.09,0.38,0.71,2.1,0.37,1.68,0.47,1.14,0,3.85,3.13,3,2.25,1.1,1.38,1.23,1.7,1.64,3.58,1.65,,,,
July,,,,,,,,,,,2.65,0.87,4.19,2.62,2.55,4.65,0.92,1.35,3.36,1.78,2.79,0.58,3.14,1.93,2.71,2.38,1.19,3.11,0.64,1.83,2.12,2.83,2.47,1.8,0.06,0.84,5.2,,,,
August,,,,,,,,,,,2.29,0.7,7.89,1.55,3.5,1.48,2.79,5.62,2.39,3.31,1.13,1.78,2.49,2.01,2.79,3.28,1.5,3.04,1.88,1.55,3.37,6.29,0.34,1.43,3.01,1.33,0.62,,,,
September,,,,,,,,,,1.51,0.38,1.31,2.9,1.35,4.24,3.28,3.89,0.89,5.15,3.57,4.78,1.09,2.59,3.15,5.09,2.63,0.54,7.17,1.48,1.76,3.21,2.27,4.44,3.51,3.19,3.05,4.28,,,,
October,,,,,,,,,,6.97,7.15,5.06,5.59,5.56,3.6,4.74,4.29,5.69,3.77,2.35,2.54,0.67,2.34,7.53,5.14,3.35,3.44,1.54,8.8,5.66,3.27,0.52,5.82,2.71,3.08,4.38,2.43,,,,
November,,,,,,,,,,2.09,9.94,6.88,3.89,4.88,4.24,4.49,4.91,2.99,2.97,6.82,1.94,2.39,2.59,5.46,1.93,4.33,8.56,4.24,4.34,9.08,9.65,4.51,2.42,3,5.2,7.3,5.43,,,,
December,,,,,,,,,,4.12,3.67,8.39,5.21,3.41,9.05,9.38,4.85,1.71,4.5,6.11,4.25,2.64,5.51,3.48,4.33,6.45,1.55,3.51,4.31,7.03,4.63,1.58,1.85,2.23,9.32,7.35,2.19,,,,
Total,,,,,,,,,,,43.77,35.55,47.59,35.55,43.77,43.93,36.99,30.16,31.15,45.44,33.32,17.73,35.79,41.96,37.71,40.38,37.41,39.73,44.4,38.27,42.48,33.52,29.22,28.06,36.63,40.37,37.47,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 Sept Gauge moved slightly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Aug Inspection Gauge on flat roof 52ft 8in above ground Sheltered by hills on SW and S For a roof exposure good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Jan 5 Cannot get a position on ground Agreed no change to be made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 Decided not to print as gauge on roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
