EAST-BUDLEIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY071845,Long,-3.3153,Lat,50.653,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,2.8,,0.98,6.58,2.18,5.6,0.8,2.73,1.25,3.02,3.94,2.51,4.86,2.94,1.42,0.63,4.44,,,,,,,2.5,0.95,4.76,4.66,2.64,1.03,2.94,3.64,,5.79,,,
February,,,,,3.84,,3.59,1.08,2.05,5.11,3.87,4.67,2.35,6.31,4.66,4.05,1.38,0.44,0.68,2.17,1.21,,,,,,,3.91,2.55,4.26,3.91,1.08,1.59,1.45,5.9,,3.49,,,
March,,,,,0.24,,3.06,2.78,1.68,0.37,2.22,4.25,0.78,0.85,3.36,1.32,3.88,1.65,3.77,2.69,1.32,,,,,,,4.45,1.74,0.35,0.97,3.68,2,3.18,1.67,,1.17,,,
April,,,,,2.36,,2.88,5.77,5.92,3.66,1.9,0.83,5.96,1.11,2.07,3.55,1.9,0.86,1.53,2.12,3.7,,,,,,,3.29,1.29,2.84,1.53,3.31,1.27,2.12,1.05,,1.2,,,
May,,,,,0.98,,0.27,3.32,3.9,1.85,0.82,0.76,1.11,1.75,0.61,3.25,2.8,1.65,1.83,3.14,1.62,,,,,,,1.78,3.69,1.58,1.44,1.09,1.64,3.43,2.91,,2.64,,,
June,,,,,1.38,,0.95,1.11,2.45,7.15,1.7,3.52,3.7,2.66,3.03,1.41,0.64,0.05,2.61,1.1,2.99,,,,,,,2.01,1.12,0.95,2.43,1.68,2.81,2.02,0.91,,1.95,,,
July,,,,,0.95,,0.69,2.57,1.65,4.07,3.18,1.99,3.68,2.63,3.36,0.16,3.28,1.17,5.14,3.44,2.78,,,,,,,1.04,0.2,0.64,0.57,2.71,2.06,2.86,4.69,,0.46,,,
August,,,,,2.44,,3.34,3.21,4.21,5.58,0.46,4.22,2.75,0.38,0.95,3.35,1.7,1.1,2.28,2.39,3.45,,,,,,,4.92,1.01,2.87,1.51,1.26,2.7,3.09,2.51,,0.92,,,
September,,,,,5.01,,6.17,2.18,1.91,3.72,3.72,2.52,3.95,5.74,2.33,3.6,1.6,3.32,0.82,1.5,0.81,,,,,,,2.63,0.76,2.03,0.74,3.78,2.48,3.9,1.9,,1,,,
October,,,,,6.2,,3.59,1.87,2.72,0.8,5.08,2.8,7.76,3.09,1,5.94,4.89,4.83,1.37,3.49,1.03,,,,,,,1.05,4.58,2.06,1.67,1.67,2.53,6.29,1.58,,4.4,,,
November,,,,,4.15,,5.12,6.89,3.02,0.18,2.65,4.87,4.43,3.47,1.35,3.38,2.32,3.64,7.76,1.07,3.02,,,,,,,1.31,3.66,3.29,3.52,0.53,3.69,1.63,1.72,,2.56,,,
December,,,,,5.05,,8.67,1.74,2.75,0.8,3.66,3.34,4.24,0.89,3.2,1.91,6.08,3.04,3.22,2.02,3.97,,,,,,,6.14,3.14,3.78,4.72,5.78,1.88,3.17,2.65,,1.47,,,
Total,,,,,35.4,,39.31,39.1,34.44,38.89,30.06,36.5,41.96,31.9,29.86,34.43,35.33,24.69,32.43,25.76,30.34,,,,,,,35.03,24.69,29.41,27.67,29.21,25.68,36.08,31.13,,27.05,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lived at Syon House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874 Dec 30th obtained from Dr Walker (at Budleigh Salterton) as nearly all snow blown out of gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
