STURMINSTER MARSHALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY947990,Long,-2.076558,Lat,50.790543,Elevation,85,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,2.36,0.8,4.29,4.19,2.28,1.03,2.88,5.48,0.91,8.05,1.05,1.05,1.04,3.67,1.52,4.94,5.72,0.46,3.23,1.38,1.18,3.96,6.41,4.28,3.53,4.93,1.62,4.59,5.42,4.86,2.48,5.7,1.58,4.5,2.22,2.77,2.95,2.92,0.86,5.32,6.51,3.6,6.6,3.49,4.51,5.18,7.63,2.39,2.64,,,,,
February,,,,,,,,3.81,1.58,3.6,5.22,1.8,2.15,2.02,4.71,0.79,3.79,1.49,1.23,0.51,4.21,1.79,2.99,1.47,4.72,6.2,5.15,0.99,1.56,3.77,0.46,0.47,2.91,6.91,0.66,4.58,2.26,3.8,2.85,1.45,1.03,2.22,0.03,4.46,0.06,3.52,3.02,6.16,0.88,1.76,4.55,4.21,0.25,1.17,0.48,2.25,,,,,
March,,,,,,,,5.02,0.91,0.81,1.05,2.18,2.35,3.91,1.62,5.18,1.03,0.59,3.45,4.52,0.85,2.31,5.13,3.04,5.04,0.81,3.48,3.06,1.35,5.6,2.4,1.54,3.09,1.6,1.98,0.87,0.4,3.52,2.92,0.19,1.44,1.11,1.55,4.06,3.14,0.95,3.83,3.59,0.21,1,2.9,2.82,2.16,0.91,0.39,0.93,,,,,
April,,,,,,,,3.25,1.71,3.1,1.32,2.65,1.69,3.27,1.24,1.75,1.38,3.82,2.37,1.27,2.1,1.7,0.12,3.7,1.14,1.18,0.67,2.1,1.93,1.66,3.4,0.97,3.38,3.97,3.36,2.39,3.91,2.42,1.74,0.76,2.33,2.31,2.79,1.61,1.86,4.11,1.97,2.16,0,2.28,1.35,2.81,2.53,0.82,1.95,0.6,,,,,
May,,,,,,,,1.72,3.64,1.17,1.59,1.09,2.29,3.63,2.67,1,2.68,1.85,2.46,1.54,1.55,0.9,1.79,2.27,1.49,2.56,1.9,3.87,1.54,0.55,1.05,1.68,0.58,1.75,5.74,4.14,2.09,1.13,1.74,2.34,2.39,3.14,2.94,1.35,0.85,1.24,0.52,3.62,1.52,1.19,0.97,2.37,4.15,2.89,0.49,2.18,,,,,
June,,,,,,,,2.94,1.05,1.58,2.35,1.58,3.61,2.66,1.01,2.19,1.54,2.07,0.34,3.68,3.14,1.9,3.93,0.88,0.74,0.79,2.42,1.64,0.83,1.06,2.26,0.64,0.85,0.49,2.12,0,3.19,2.86,2.37,1.54,0.54,3.5,2.72,0.92,1.19,4.36,2.68,0.44,0.64,2.54,0.25,1.87,0.42,1.48,1.94,2.94,,,,,
July,,,,,,,,0.45,0.58,0.92,0.72,2.05,1.69,3.35,3.26,0.36,1.92,1,2.11,2.43,2.81,0.16,2.74,1.64,3.78,3.94,0.93,2.37,4,2.48,5.23,0.47,5.41,0.87,3.29,2.86,2.1,3.1,1.39,1.33,1.83,3.95,3.17,2.23,0.96,0.66,4.13,1.66,2.56,5.08,3.44,1.91,1.19,2.09,2.61,1.15,,,,,
August,,,,,,,,3.8,1.56,1.26,2.98,2.17,4.89,4.44,4.39,3.12,1.06,1.44,4.26,2.7,2.53,0.77,7.65,1.49,3.38,1.27,4.78,5.74,2.46,2.88,1.49,2.22,3.45,2.75,2.7,2.22,0.93,3.99,2.67,1.92,4.49,4.31,0.7,1.15,3.6,3.34,0.2,1.44,3.42,3.66,0,4.29,3.51,1.6,2.77,2.33,,,,,
September,,,,,,,,3.29,1.43,2.41,1.26,4.24,1.49,2.35,2.56,1.89,0.91,0.55,2.21,3.39,0.36,1.53,1.99,3.61,1.92,2.14,2.94,1.98,6.77,1.78,1.63,1.09,1.82,2.74,3.58,3.62,0.63,6.06,2.13,0.54,3.51,1.43,3.77,1.92,2.36,3.54,3.28,3.6,3.14,2,2.14,0.83,2.99,2.02,2.08,2.81,,,,,
October,,,,,,,,1.47,4.73,2.73,3.41,2.66,2.7,8.9,2.31,2.53,6.4,10.37,2.65,8.07,6.07,4.25,4.28,4.4,3.15,7.09,5.49,5.65,1.87,1.43,2.77,1.14,1.5,5.86,5.28,5.18,4.79,2.7,7.93,4.38,2.77,0.89,5.92,1.71,1.65,6.81,1.68,6.59,3.59,6.42,6.46,0.81,4.88,5.05,4.84,3.96,,,,,
