BOUGHTON-UNDER-BLEAN VICARAGE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8303,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.44,1.64,2.71,3.73,0.58,2.81,0.84,,,,,
February,2.94,0.97,1.43,0.73,3.00,4.05,3.71,,,,,
March,1.86,2.07,3.16,2.25,5.19,0.69,4.50,,,,,
April,1.49,1.46,0.07,2.50,1.52,1.47,1.58,,,,,
May,3.22,1.29,0.82,0.94,1.10,3.55,,,,,,
June,3.35,2.36,2.94,0.68,0.70,0.50,1.99,,,,,
July,1.84,0.21,1.46,2.29,3.45,2.50,,,,,,
August,1.73,1.44,5.84,1.26,0.99,3.34,,,,,,
September,0.90,1.43,3.30,0.99,0.66,2.62,,,,,,
October,1.70,5.15,3.26,4.02,2.97,1.48,,,,,,
November,4.00,3.92,2.25,3.35,3.55,3.42,,,,,,
December,3.62,5.28,2.28,1.06,6.12,5.75,,,,,,
Total,29.09,27.22,29.52,23.80,29.83,32.18,,,,,,
Calc annual,29.09,27.22,29.52,23.80,29.83,32.18,12.62,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
