PETERSFIELD-WESTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU732219,Long,-0.958388,Lat,50.991853,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,5.94,4.1,1.27,3.67,0.64,3.88,4.8,2.5,1.8,4.49,6.59,1.2,8.93,1.24,2.28,1.08,3.13,1.41,4.07,6.94,0.87,5.97,2.34,1.69,4.85,7.95,5.26,5.03,6.55,2.23,3.77,5.47,8.07,3.18,7.94,1.72,6.77,3.27,4.08,3.28,3.28,1.1,7.46,9.06,5.41,7.01,3.78,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.28,0.17,0.48,4.09,1.7,3.56,6.28,2.71,2.68,2.47,5.17,0.73,4.17,1.99,1.54,0.53,4.84,1.97,3.89,1.43,7.61,8,6.79,1.13,2.04,3.42,0.79,0.33,4.47,7.4,0.56,7.02,2.83,5.43,3.03,1.4,1.34,2.86,0.27,6.02,0.1,5.37,3.68,6.91,0.61,2.23,5.07,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.36,2.28,4.44,5.48,0.81,1.15,0.88,3.22,3.58,4.61,1.54,5.41,1.77,1.25,4.01,5.38,1.35,2.64,6.44,4.27,6.54,0.9,4.35,3.11,1.6,6.55,3.23,1.5,3.22,2.57,2.33,0.83,0.84,5.2,3.23,0.12,1.37,0.73,2.04,4.79,3.69,0.82,2.86,5.03,0.49,1.55,4.36,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.44,2.93,0.43,2.06,1.44,3.22,1.44,3.27,1.93,3.2,1.91,1.79,0.76,5.45,2.77,1.68,2.49,1.99,0.02,3.79,1.8,1.98,1.17,3.56,2.6,3.24,4.53,1.3,4.65,3.99,4.27,3.84,3.69,2.94,2.14,0.71,2.86,4.36,4.01,1.1,3.39,4.62,3.03,4.72,0.03,2.82,1.77,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.93,0.3,0.57,1.25,3.79,1.4,1.69,1.09,3.5,3.43,4.25,0.52,2.55,2.52,2.42,2.49,2.02,2.6,1.52,3.2,1.59,4.14,2.02,2.01,1.66,0.54,1.78,3.2,1.16,2.5,5.6,5.14,2.54,1.11,2.1,3.11,2.34,2.95,4.37,2.49,0.98,1.37,0.55,4.1,2.19,1.59,0.81,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.98,0.54,2.85,2.5,2.2,1.36,4.77,3.75,4.32,3.4,1.14,4.3,1.95,3.62,0.9,3.12,3.16,2.21,5.25,0.63,0.42,1.37,2.49,3.45,1.37,0.67,2.11,0.14,1.96,0.35,4.08,0.01,2.81,3.69,3,1.99,0.55,2,2.5,2.07,2.05,3.67,3.58,1.14,0.88,2.07,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,5.96,5.25,0.92,1.28,0.36,1.6,1.31,3.82,1.74,3.65,1.94,0.35,0.45,1.69,3.28,3.7,2.98,1.19,2.3,2.2,3.8,6.07,1.26,3.76,4.87,1.32,6.68,0.47,5.03,1.2,4.68,4.15,2.23,3.19,2.02,2.04,3.25,3.93,6.6,2.66,1.32,1.38,4.85,1.35,3.88,4.26,2.79,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.19,2.67,1.92,5.7,2.75,0.8,3.35,2.23,5.78,6.18,3.13,3.48,0.98,2.03,5.96,2.32,4.24,0.78,7.11,1.64,2.75,1.95,3.64,6.53,1.67,3.86,1.97,3.19,3.42,4.13,4.34,4.77,1.33,5.44,2.37,2.17,5.82,6.4,1.23,1.2,3.55,3.09,1.68,2.59,2.16,2.01,0.17,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.62,0.36,9.63,2.64,1.4,3.25,1.42,3.21,0.8,3.16,2.61,2.38,1.98,0.59,2.37,3.04,0.15,1.66,4.76,3.11,1.82,2.94,2.81,2.15,7.28,1.76,2.22,1.03,2.2,1.85,6.65,3.74,0.91,7.48,1.08,0.6,3.86,2.36,4.16,3.77,3.34,5.12,3.08,2.46,2.28,1.04,1.77,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.15,3.44,3.71,0.6,5.53,3.46,3.23,4.38,3.72,10.61,2.69,2,6.31,8,3.41,9.16,4.61,5.24,4.94,5.13,3.17,5.1,7.59,5.91,2,0.47,4.19,0.92,1.25,7.61,5.42,5.63,3.07,3.28,8.82,4.43,2.72,0.71,7.61,2.69,2.43,5.99,1.59,4.95,4.56,6.09,4.69,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,6.01,6.79,1.21,1.56,6.8,7.6,4.01,0.92,6.66,2.34,1.44,4.94,5.32,2.96,1.45,0.76,4.49,5.08,2.35,4.33,4.56,4.21,5.87,1.24,3.13,3.35,2.43,2.82,2.72,2.1,3.62,4.02,8.82,4.53,4.92,10.91,7.92,4.67,2.22,0.85,4.49,10.29,5.01,3.1,6.38,8.15,9.95,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,2.63,3.12,6.43,4.81,4.63,2.15,6.83,7.92,4.11,3.81,3.79,1,2.79,4.86,4.64,5.62,6.38,11.67,5.52,2.61,13.01,10.55,4.57,1.46,4.05,7.68,4.63,2.62,5.89,4.53,7,4.45,0.31,6.29,4.55,9.63,4.62,0.87,1.53,0.93,12.32,5.44,4.87,4.69,4.53,3.08,2.84,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,40.49,31.95,33.86,35.64,32.05,33.43,40.01,39.02,40.62,51.35,36.2,28.1,37.96,36.2,35.03,38.88,39.84,38.44,48.17,39.28,47.94,53.18,44.9,36,37.12,40.81,39.82,22.55,42.52,40.46,52.32,49.07,37.45,51.76,45.2,38.83,43.42,35.11,40.62,31.85,40.94,48.26,42.24,50.1,33.4,41.9,38.25,37.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902 Total adj for addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903 Total - IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 Dec IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
